FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"245",Colima,MEX-COL,Colima,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,19.2509999492,-103.7349986480
"246",Tampico,MEX-TML,Tamaulipas,MX,Mexico,Other,,"3","500,000 to 999,999","9360","0",UN_Data_2010_2020,22.2432390658,-97.8426266339
"247",Campeche,MEX-CMP,Campeche,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","9500","1",UN_Data_2010_2020,19.8549989219,-90.5259956782
"248",Jalapa,MEX-VLL,Veracruz,MX,Mexico,Provincial capital,,"0",,"0","0",,19.5329970120,-96.9029996613
"249",Tlaxcala,MEX-TLX,Tlaxcala,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,19.3100039753,-98.2369976921
"250",Puebla,MEX-PUE,Puebla,MX,Mexico,Other,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,19.0486349471,-98.1929426324
"251",Villahermosa,MEX-TBS,Tabasco,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,17.9759970084,-92.9369966101
"252",Oaxaca,MEX-OAX,Oaxaca,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,17.0620019653,-96.7139996159
"253",Tuxtla Gutierrez,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,16.7439959893,-93.1089956918
"254",Veracruz,MEX-VLL,Veracruz,MX,Mexico,Other,,"3","500,000 to 999,999","9380","1",UN_Data_2010_2020,19.1850030802,-96.1229965715
"255",San Luis Potosi,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,22.1519970027,-100.9799997180
"256",Queretaro,MEX-QDA,Queretaro,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,20.5829999303,-100.3869986240
"257",Pachuca,MEX-HDL,Hidalgo,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,20.1200039571,-98.7550015920
"258",Morelia,MEX-MDO,Michoacan,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,19.6970040603,-101.1850017020
"259",Mexico City,MEX-DTD,Distrito Federal,MX,Mexico,National and provincial capital,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,19.4270490780,-99.1275746461
"260",Toluca,MEX-MEX,Mexico,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,19.2830039924,-99.6667017077
"261",Cuernavaca,MEX-MRL,Morelos,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,18.9209970699,-99.2210035758
"262",Chilpancingo De Los Bravo,MEX-GRR,Guerrero,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,17.5519979214,-99.5010025889
"263",Acapulco,MEX-GRR,Guerrero,MX,Mexico,Other,,"3","500,000 to 999,999","15760","0",UN_Data_2010_2020,16.9743780369,-99.9314995573
"264",Coban,GTM-AVR,Alta Verapaz,GT,Guatemala,Provincial capital,,"0",,"0","0",,15.4710000343,-90.3719965851
"265",Huehuetenango,GTM-HHT,Huehuetenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,15.3170009412,-91.4669996403
"266",Santa Cruz Del Quiche,GTM-QUI,Quiche,GT,Guatemala,Provincial capital,,"0",,"0","0",,15.0333030374,-91.1332977047
"267",San Marcos,GTM-SMR,San Marcos,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.9660009988,-91.7999995942
"268",Totonicapan,GTM-TTN,Totonicapan,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.9139989173,-91.3580006841
"269",Quezaltenango,GTM-QZL,Quezaltenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.8332960119,-91.5000027084
"270",Solola,GTM-SOL,Solola,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.7729959179,-91.1829955917
"271",Retalhuleu,GTM-RTL,Retalhuleu,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.5370969761,-91.6770146210
"272",Mazatenango,GTM-SCH,Suchitepequez,GT,Guatemala,Provincial capital,,"0",,"0","0",,14.5342079624,-91.5003626353
"273",Salama,GTM-BVR,Baja Verapaz,GT,Guatemala,Provincial capital,,"0",,"0","0",,15.1029989627,-90.3140006855
"274",El Progreso,GTM-EPR,El Progreso,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.8499999325,-90.0167036656
"275",Chimaltenango,GTM-CHM,Chimaltenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.6619990774,-90.8199985804
"276",Guatemala,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,14.6180070670,-90.5248976941
"277",Antigua Guatemala,GTM-SCT,Sacatepequez,GT,Guatemala,Provincial capital,,"0",,"0","0",,14.5666980311,-90.7333016915
"278",Escuintla,GTM-ESC,Escuintla,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.3029980001,-90.7820007191
"279",Cuilapa,GTM-SRO,Santa Rosa,GT,Guatemala,Provincial capital,,"0",,"0","0",,14.2790040279,-90.2979985812
"280",Pinar Del Rio,CUB-PDR,Pinar del Rio,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,22.4250030073,-83.6880027077
"281",Santa Clara,CUB-VCL,Villa Clara,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,22.4139960272,-79.9659986924
"282",Cienfuegos,CUB-CNF,Cienfuegos,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","10540","1",UN_Data_2010_2020,22.1499989530,-80.4439975797
"283",Sancti Spiritus,CUB-SSP,Sancti Spiritus,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,21.9359969744,-79.4429996683
"284",Nueva Gerona,CUB-IDL,Isla de la Juventud,CU,Cuba,Provincial capital,,"0",,"10550","0",,21.8850030194,-82.7990006616
"285",Ciego De Avila,CUB-CDA,Ciego de Avila,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,21.8410020729,-78.7629957059
"286",George Town,CYM,Cayman Is.,CJ,Cayman Is.,National and provincial capital,,"7","Less than 50,000","10580","0",UN_Data_2010_2020,19.2999960200,-81.3833276745
"287",Halifax,CAN-NSC,Nova Scotia,CA,Canada,Provincial capital,,"4","250,000 to 499,999","6430","0",UN_Data_2010_2020,44.6799959451,-63.6509966847
"288",Hamilton,BMU,Bermuda,BD,Bermuda,National and provincial capital,,"7","Less than 50,000","9960","0",UN_Data_2010_2020,32.2890300017,-64.7791646510
"289",Alajuela,CRI-ALJ,Alajuela,CS,Costa Rica,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,10.0160009999,-84.2210005855
"290",Heredia,CRI-HER,Heredia,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,9.9919979261,-84.1200025987
"291",Puerto Limon,CRI-LIM,Limon,CS,Costa Rica,Provincial capital,,"6","50,000 to 99,999","9810","0",UN_Data_2010_2020,9.9900000419,-83.0300036039
"292",San Jose,CRI-SJO,San Jose,CS,Costa Rica,National and provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,9.9304740804,-84.0786205965
"293",Cartago,CRI-CRT,Cartago,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,9.8569980119,-83.9210036997
"294",Bocas del Toro,PAN-BDT,Bocas del Toro,PM,Panama,Provincial capital,,"0",,"0","1",,9.3339089647,-82.2493885555
"295",David,PAN-CHR,Chiriqui,PM,Panama,Provincial capital,,"0",,"0","0",,8.4279959780,-82.4309995900
"296",Oranjestad,ABW,Aruba,AA,Aruba,National and provincial capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,12.5250030095,-70.0260026181
"297",Willemstad,ANT,Netherlands Antilles,NT,Netherlands Antilles,National and provincial capital,,"0",,"11810","0",,12.1387859931,-68.9705546255
"298",Riohacha,COL-LGU,La Guajira,CO,Colombia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,11.5520039403,-72.8980016390
"299",Coro,VEN-FLC,Falcon,VE,Venezuela,Provincial capital,,"0",,"0","0",,11.4029999715,-69.6779995848
"300",Santiago,PAN-VRG,Veraguas,PM,Panama,Provincial capital,,"0",,"0","0",,8.1009989438,-80.9649985541
"301",Chitre,PAN-HRR,Herrera,PM,Panama,Provincial capital,,"0",,"0","0",,7.9800029188,-80.4349975854
"302",Las Tablas,PAN-LSN,Los Santos,PM,Panama,Provincial capital,,"0",,"0","0",,7.7660009402,-80.2770025583
"303",San Carlos,NIC-RSJ,Rio San Juan,NU,Nicaragua,Provincial capital,,"0",,"0","0",,11.1999960369,-84.8332975708
"304",Liberia,CRI-GNC,Guanacaste,CS,Costa Rica,Provincial capital,,"0",,"0","0",,10.6260030578,-85.4369996657
"305",Puntarenas,CRI-PNT,Puntarenas,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","15510","1",UN_Data_2010_2020,9.9690029788,-84.8429997122
"306",El Porvenir,PAN-SBL,San Blas,PM,Panama,Provincial capital,,"0",,"0","0",,9.5432130276,-78.9598525844
"307",Colon,PAN-COL,Colon,PM,Panama,Provincial capital,,"7","Less than 50,000","9860","1",UN_Data_2010_2020,9.3551130478,-79.8953485884
"308",Panama,PAN-PAN,Panama,PM,Panama,National and provincial capital,,"4","250,000 to 499,999","15390","1",UN_Data_2010_2020,9.0028799211,-79.5170785937
"309",Penonome,PAN-COC,Cocle,PM,Panama,Provincial capital,,"0",,"0","0",,8.5130009620,-80.3549966617
"310",Esmeraldas,ECU-ESM,Esmeraldas,EC,Ecuador,Provincial capital,,"5","100,000 to 249,999","15330","1",UN_Data_2010_2020,0.9539999916,-79.6599985559
"311",San Andres,COL-SAY,San Andres y Providencia,CO,Colombia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,12.5621370461,-81.6903266704
"312",Roatan,HND-IDL,Islas de la Bahia,HO,Honduras,Provincial capital,,"0",,"0","0",,16.3299959214,-86.5189976911
"313",Trujillo,HND-COL,Colon,HO,Honduras,Provincial capital,,"0",,"9680","0",,15.9166170792,-85.9486226812
"314",La Ceiba,HND-ATL,Atlantida,HO,Honduras,Provincial capital,,"5","100,000 to 249,999","9670","0",UN_Data_2010_2020,15.7550039174,-86.8719956833
"315",Puerto Lempira,HND-GAD,Gracias a Dios,HO,Honduras,Provincial capital,,"0",,"0","0",,15.2569980558,-83.7809995596
"316",Juticalpa,HND-OLN,Olancho,HO,Honduras,Provincial capital,,"6","50,000 to 99,999","0","0",UN_Data_2010_2020,14.6660039475,-86.2190006398
"317",Bluefields,NIC-ZEL,Zelaya,NU,Nicaragua,Provincial capital,,"0",,"9770","0",,12.0110039796,-83.7659966456
"318",San Francisco Gotera,SLV-MRZ,Morazan,ES,El Salvador,Provincial capital,,"0",,"0","0",,13.6999980522,-88.1000006030
"319",Nacaome,HND-VAL,Valle,HO,Honduras,Provincial capital,,"0",,"0","0",,13.5279989706,-87.4889996857
"320",San Miguel,SLV-SMI,San Miguel,ES,El Salvador,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,13.4729999800,-88.1769956815
"321",Usulutan,SLV-USL,Usulutan,ES,El Salvador,Provincial capital,,"0",,"0","1",,13.3460010352,-88.4320016975
"322",La Union,SLV-LUN,La Union,ES,El Salvador,Provincial capital,,"0",,"15600","1",,13.3319969806,-87.8390006033
"323",Choluteca,HND-CHL,Choluteca,HO,Honduras,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,13.3029989481,-87.1939975932
"324",Cojutepeque,SLV-CSC,Cuscatlan,ES,El Salvador,Provincial capital,,"0",,"0","0",,13.7167019728,-88.9333016768
"325",Santa Ana,SLV-SAN,Santa Ana,ES,El Salvador,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,13.9959990042,-89.5529966091
"326",Ahuachapan,SLV-AHC,Ahuachapan,ES,El Salvador,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,13.9190039257,-89.8450016271
"327",Sensuntepeque,SLV-CBN,Cabanas,ES,El Salvador,Provincial capital,,"0",,"0","0",,13.8666960304,-88.6332956894
"328",Sonsonate,SLV-SNS,Sonsonate,ES,El Salvador,Provincial capital,,"6","50,000 to 99,999","0","1",UN_Data_2010_2020,13.7210040515,-89.7190017071
"329",San Salvador,SLV-SSL,San Salvador,ES,El Salvador,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,13.7014109517,-89.2002326108
"330",Nueva San Salvador,SLV-LLB,La Libertad,ES,El Salvador,Provincial capital,,"0",,"0","0",,13.6739969288,-89.2899985597
"331",San Vicente,SLV-SVC,San Vicente,ES,El Salvador,Provincial capital,,"0",,"0","1",,13.6410029623,-88.7849996896
"332",Zacatecoluca,SLV-LPA,La Paz,ES,El Salvador,Provincial capital,,"0",,"0","0",,13.5080009323,-88.8679976879
"333",Punta Gorda,BLZ-TOL,Toledo,BH,Belize,Provincial capital,,"0",,"0","0",,16.1160030445,-88.8000026037
"334",Puerto Barrios,GTM-IZB,Izabal,GT,Guatemala,Provincial capital,,"0",,"9620","0",,15.7269959736,-88.5969986691
"335",Zacapa,GTM-ZAC,Zacapa,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.9720039185,-89.5290026369
"336",Chiquimula,GTM-CHQ,Chiquimula,GT,Guatemala,Provincial capital,,"0",,"0","1",,14.7969989916,-89.5439966148
"337",Santa Rosa,HND-COP,Copan,HO,Honduras,Provincial capital,,"0",,"0","0",,14.7660030749,-88.7779975796
