FID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,lat,long
"165",Fortaleza_Brazil,BRA-CEA,Ceara,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","12650","0",UN_Data_2010_2020,"-3.7829970536","-38.5890025702"
"166",Teresina_Brazil,BRA-PIA,Piaui,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-5.1049980155","-42.8020015664"
"167",Natal_Brazil,BRA-RGN,Rio Grande do Norte,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","12690","0",UN_Data_2010_2020,"-5.8059990411","-35.2109967183"
"168",Joao Pessoa_Brazil,BRA-PAA,Paraiba,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"-7.1299980527","-34.8669985549"
"169",Recife_Brazil,BRA-PRN,Pernambuco,BR,Brazil,Provincial capital,,"2","1,000,000 to 4,999,999","12730","0",UN_Data_2010_2020,"-8.0849969678","-34.9149956009"
"170",Maceio_Brazil,BRA-ALG,Alagoas,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","12750","0",UN_Data_2010_2020,"-9.6768900283","-35.7477206261"
"171",Aracaju_Brazil,BRA-SRG,Sergipe,BR,Brazil,Provincial capital,,"3","500,000 to 999,999","12760","0",UN_Data_2010_2020,"-10.9109969924","-37.0600015743"
"172",Galveston_United States,USA-TEX,Texas,US,United States,Other,,"6","50,000 to 99,999","9150","0",US_Census_2019,"29.3166990658","-94.7833016003"
"173",Yellowknife_Canada,CAN-NTR,Northwest Territories,CA,Canada,Provincial capital,,"0",,"0","0",,"62.4560040299","-114.3510025850"
"174",Juneau_United States,USA-ALK,Alaska,US,United States,Provincial capital,,"7","Less than 50,000","19580","0",US_Census_2019,"58.3029989830","-134.4040107120"
"175",Jackson_United States,USA-MSP,Mississippi,US,United States,Provincial capital,,"7","Less than 50,000","5090","0",US_Census_2019,"32.3189999198","-90.2030036796"
"176",Baton Rouge_United States,USA-LOU,Louisiana,US,United States,Provincial capital,,"5","100,000 to 249,999","8970","0",US_Census_2019,"30.4649999395","-91.1529986998"
"177",New Orleans_United States,USA-LOU,Louisiana,US,United States,Other,,"4","250,000 to 499,999","8860","0",US_Census_2019,"29.9563829347","-90.0986937028"
"178",Houston_United States,USA-TEX,Texas,US,United States,Other,,"2","1,000,000 to 4,999,999","9240","0",US_Census_2019,"29.7718289387","-95.4071096289"
"179",Fairbanks_United States,USA-ALK,Alaska,US,United States,Other,,"7","Less than 50,000","0","0",US_Census_2019,"64.8387449864","-147.6511826540"
"180",Nome_United States,USA-ALK,Alaska,US,United States,Other,,"7","Less than 50,000","20400","0",US_Census_2019,"64.5862859293","-165.2699966530"
"181",Whitehorse_Canada,CAN-YTR,Yukon Territory,CA,Canada,Provincial capital,,"0",,"0","0",,"60.7259969837","-135.0440096620"
"182",Seward_United States,USA-ALK,Alaska,US,United States,Other,,"7","Less than 50,000","19760","0",US_Census_2019,"60.1199999613","-149.4500035970"
"183",Honolulu_United States,USA-HAW,Hawaii,US,United States,Provincial capital,,"4","250,000 to 499,999","56280","0",US_Census_2019,"21.3290009272","-157.8619977010"
"184",Hilo_United States,USA-HAW,Hawaii,US,United States,Other,,"7","Less than 50,000","56090","0",US_Census_2019,"19.7148150666","-155.0672906360"
"185",Anchorage_United States,USA-ALK,Alaska,US,United States,Other,,"4","250,000 to 499,999","19800","0",US_Census_2019,"61.2029970116","-149.8979875550"
"186",Edmonton_Canada,CAN-ALB,Alberta,CA,Canada,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"53.5560029187","-113.5079997010"
"187",Calgary_Canada,CAN-ALB,Alberta,CA,Canada,Other,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"51.0299999453","-114.0499975730"
"188",Vancouver_Canada,CAN-BCL,British Columbia,CA,Canada,Other,,"3","500,000 to 999,999","18150","0",UN_Data_2010_2020,"49.2742979204","-122.9630665980"
"189",Victoria_Canada,CAN-BCL,British Columbia,CA,Canada,Provincial capital,,"6","50,000 to 99,999","5760","0",UN_Data_2010_2020,"48.4440030227","-123.3710006970"
"190",Seattle_United States,USA-WSH,Washington,US,United States,Other,,"3","500,000 to 999,999","17730","0",US_Census_2019,"47.5885529540","-122.3166506880"
"191",Olympia_United States,USA-WSH,Washington,US,United States,Provincial capital,,"6","50,000 to 99,999","17660","0",US_Census_2019,"47.0439990213","-122.8920026190"
"192",Portland_United States,USA-ORE,Oregon,US,United States,Other,,"3","500,000 to 999,999","16940","0",US_Census_2019,"45.4421249794","-122.6416855820"
"193",Inuvik_Canada,CAN-NTR,Northwest Territories,CA,Canada,Other,,"0",,"0","0",,"68.3659980681","-133.7059885580"
"194",Bismarck_United States,USA-NDA,North Dakota,US,United States,Provincial capital,,"6","50,000 to 99,999","0","0",US_Census_2019,"46.7999999854","-100.7832955810"
"195",Churchill_Canada,CAN-MNT,Manitoba,CA,Canada,Other,,"0",,"1090","0",,"58.7484629554","-94.1318996680"
"196",Saskatoon_Canada,CAN-SSK,Saskatchewan,CA,Canada,Other,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"52.1099999210","-106.6300017180"
"197",Regina_Canada,CAN-SSK,Saskatchewan,CA,Canada,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"50.4479970606","-104.6159995590"
"198",Winnipeg_Canada,CAN-MNT,Manitoba,CA,Canada,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"49.9210019371","-97.1240035844"
"199",Helena_United States,USA-MNT,Montana,US,United States,Provincial capital,,"7","Less than 50,000","0","0",US_Census_2019,"46.5959970260","-112.0349965550"
"200",Saint Paul_United States,USA-MNN,Minnesota,US,United States,Provincial capital,,"4","250,000 to 499,999","0","0",US_Census_2019,"45.0209970339","-93.0650036813"
"201",Pierre_United States,USA-SDA,South Dakota,US,United States,Provincial capital,,"7","Less than 50,000","0","0",US_Census_2019,"44.3666969863","-100.3499996220"
"202",Minneapolis_United States,USA-MNN,Minnesota,US,United States,Other,,"4","250,000 to 499,999","0","0",US_Census_2019,"44.9241930650","-93.3077875708"
"203",Des Moines_United States,USA-IOW,Iowa,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"41.5979999812","-93.6219956968"
"204",Lincoln_United States,USA-NEB,Nebraska,US,United States,Provincial capital,,"4","250,000 to 499,999","0","0",US_Census_2019,"40.8069990128","-96.6819955727"
"205",Topeka_United States,USA-KAN,Kansas,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"39.0459960499","-95.6950017160"
"206",Oklahoma City_United States,USA-OKL,Oklahoma,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"35.4899969672","-97.5300026829"
"207",San Diego_United States,USA-CAL,California,US,United States,Other,,"2","1,000,000 to 4,999,999","16010","0",US_Census_2019,"32.7614580471","-117.1254956550"
"208",Mexicali_Mexico,MEX-BCN,Baja California,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"32.6549969482","-115.4670027030"
"209",Boise_United States,USA-IDA,Idaho,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"43.6167000554","-116.2167025910"
"210",Oakland_United States,USA-CAL,California,US,United States,Other,,"4","250,000 to 499,999","16340","0",US_Census_2019,"37.8104579830","-122.2714706700"
"211",Salem_United States,USA-ORE,Oregon,US,United States,Provincial capital,,"5","100,000 to 249,999","7225","0",US_Census_2019,"44.9559990242","-122.9910025560"
"212",Carson City_United States,USA-NEV,Nevada,US,United States,Provincial capital,,"6","50,000 to 99,999","0","0",US_Census_2019,"39.1650029613","-119.7659966070"
"213",Sacramento_United States,USA-CAL,California,US,United States,Provincial capital,,"3","500,000 to 999,999","16590","0",US_Census_2019,"38.5669979723","-121.4229955720"
"214",San Francisco_United States,USA-CAL,California,US,United States,Other,,"3","500,000 to 999,999","16300","0",US_Census_2019,"37.7958149960","-122.3800916620"
"215",San Jose_United States,USA-CAL,California,US,United States,Other,,"2","1,000,000 to 4,999,999","0","0",US_Census_2019,"37.3081050312","-121.8474537110"
"216",Los Angeles_United States,USA-CAL,California,US,United States,Other,,"2","1,000,000 to 4,999,999","16080","0",US_Census_2019,"34.0000019591","-118.2500006410"
"217",Cheyenne_United States,USA-WYM,Wyoming,US,United States,Provincial capital,,"6","50,000 to 99,999","0","0",US_Census_2019,"41.1339960470","-104.8139995990"
"218",Salt Lake City_United States,USA-UTA,Utah,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"40.6929959962","-111.8919956710"
"219",Denver_United States,USA-COL,Colorado,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"39.5780040044","-105.0789956980"
"220",Kansas City_United States,USA-KAN,Kansas,US,United States,Other,,"4","250,000 to 499,999","0","0",US_Census_2019,"38.9941200669","-94.6265665658"
"221",St. Louis_United States,USA-MOS,Missouri,US,United States,Other,,"4","250,000 to 499,999","0","0",US_Census_2019,"38.6388809296","-90.3419816555"
"222",Jefferson City_United States,USA-MOS,Missouri,US,United States,Provincial capital,,"7","Less than 50,000","0","0",US_Census_2019,"38.5800030021","-92.1689996907"
"223",Santa Fe_United States,USA-NME,New Mexico,US,United States,Provincial capital,,"6","50,000 to 99,999","0","0",US_Census_2019,"35.6830020481","-105.9419966200"
"224",Memphis_United States,USA-TNN,Tennessee,US,United States,Other,,"3","500,000 to 999,999","0","0",US_Census_2019,"35.1147240471","-90.0003235966"
"225",Little Rock_United States,USA-ARK,Arkansas,US,United States,Provincial capital,,"5","100,000 to 249,999","0","0",US_Census_2019,"34.7609969339","-92.3100026901"
"226",Phoenix_United States,USA-ARZ,Arizona,US,United States,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",US_Census_2019,"33.5089980420","-112.1100026850"
"227",El Paso_United States,USA-TEX,Texas,US,United States,Other,,"3","500,000 to 999,999","0","0",US_Census_2019,"31.7799989568","-106.4500016660"
"228",Hermosillo_Mexico,MEX-SON,Sonora,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"29.0940030722","-110.9619986890"
"229",Chihuahua_Mexico,MEX-CHH,Chihuahua,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,"28.6309979974","-106.0739996250"
"230",Culiacan_Mexico,MEX-SIN,Sinaloa,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"24.8049989208","-107.3860015680"
"231",La Paz_Mexico,MEX-BCS,Baja California Sur,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","15920","0",UN_Data_2010_2020,"24.1564229529","-110.3095255810"
"232",Durango_Mexico,MEX-DRN,Durango,MX,Mexico,Provincial capital,,"0",,"0","1",,"24.0290010319","-104.6629975800"
"233",Mazatlan_Mexico,MEX-SIN,Sinaloa,MX,Mexico,Other,,"3","500,000 to 999,999","15810","0",UN_Data_2010_2020,"23.3615069722","-106.2700016150"
"234",Zacatecas_Mexico,MEX-ZCT,Zacatecas,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"22.7639969448","-102.5549997100"
"235",Dallas_United States,USA-TEX,Texas,US,United States,Other,,"2","1,000,000 to 4,999,999","0","0",US_Census_2019,"32.7637260006","-96.6636896049"
"236",Austin_United States,USA-TEX,Texas,US,United States,Provincial capital,,"3","500,000 to 999,999","0","0",US_Census_2019,"30.2799959935","-97.7329976814"
"237",San Antonio_United States,USA-TEX,Texas,US,United States,Other,,"2","1,000,000 to 4,999,999","0","0",US_Census_2019,"29.4299190137","-98.5245746983"
"238",Monterrey_Mexico,MEX-NLE,Nuevo Leon,MX,Mexico,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,"25.6770000031","-100.3169965540"
"239",Saltillo_Mexico,MEX-CDZ,Coahuila,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"25.4179980532","-100.9940036070"
"240",Ciudad Victoria_Mexico,MEX-TML,Tamaulipas,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"23.7390029997","-99.1389956663"
"241",Aguascalientes_Mexico,MEX-AGS,Aguascalientes,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"21.8879999285","-102.2900036110"
"242",Tepic_Mexico,MEX-NYR,Nayarit,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"21.5080019535","-104.8969975970"
"243",Guanajuato_Mexico,MEX-GNJ,Guanajuato,MX,Mexico,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"21.0200040471","-101.2640036010"
"244",Guadalajara_Mexico,MEX-JLS,Jalisco,MX,Mexico,Provincial capital,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,"20.6739990634","-103.3440026290"
"245",Colima_Mexico,MEX-COL,Colima,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"19.2509999492","-103.7349986480"
"246",Tampico_Mexico,MEX-TML,Tamaulipas,MX,Mexico,Other,,"3","500,000 to 999,999","9360","0",UN_Data_2010_2020,"22.2432390658","-97.8426266339"
"247",Campeche_Mexico,MEX-CMP,Campeche,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","9500","1",UN_Data_2010_2020,"19.8549989219","-90.5259956782"
"248",Jalapa_Mexico,MEX-VLL,Veracruz,MX,Mexico,Provincial capital,,"0",,"0","0",,"19.5329970120","-96.9029996613"
"249",Tlaxcala_Mexico,MEX-TLX,Tlaxcala,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,"19.3100039753","-98.2369976921"
"250",Puebla_Mexico,MEX-PUE,Puebla,MX,Mexico,Other,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"19.0486349471","-98.1929426324"
"251",Villahermosa_Mexico,MEX-TBS,Tabasco,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"17.9759970084","-92.9369966101"
"252",Oaxaca_Mexico,MEX-OAX,Oaxaca,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","1",UN_Data_2010_2020,"17.0620019653","-96.7139996159"
"253",Tuxtla Gutierrez_Mexico,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"16.7439959893","-93.1089956918"
"254",Veracruz_Mexico,MEX-VLL,Veracruz,MX,Mexico,Other,,"3","500,000 to 999,999","9380","1",UN_Data_2010_2020,"19.1850030802","-96.1229965715"
"255",San Luis Potosi_Mexico,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"22.1519970027","-100.9799997180"
"256",Queretaro_Mexico,MEX-QDA,Queretaro,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Data_2010_2020,"20.5829999303","-100.3869986240"
"257",Pachuca_Mexico,MEX-HDL,Hidalgo,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"20.1200039571","-98.7550015920"
"258",Morelia_Mexico,MEX-MDO,Michoacan,MX,Mexico,Provincial capital,,"3","500,000 to 999,999","0","0",UN_Data_2010_2020,"19.6970040603","-101.1850017020"
"259",Mexico City_Mexico,MEX-DTD,Distrito Federal,MX,Mexico,National and provincial capital,,"1","5,000,000 and greater","0","0",UN_Data_2010_2020,"19.4270490780","-99.1275746461"
"260",Toluca_Mexico,MEX-MEX,Mexico,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"19.2830039924","-99.6667017077"
"261",Cuernavaca_Mexico,MEX-MRL,Morelos,MX,Mexico,Provincial capital,,"2","1,000,000 to 4,999,999","0","0",UN_Data_2010_2020,"18.9209970699","-99.2210035758"
"262",Chilpancingo De Los Bravo_Mexico,MEX-GRR,Guerrero,MX,Mexico,Provincial capital,,"4","250,000 to 499,999","0","0",UN_Data_2010_2020,"17.5519979214","-99.5010025889"
"263",Acapulco_Mexico,MEX-GRR,Guerrero,MX,Mexico,Other,,"3","500,000 to 999,999","15760","0",UN_Data_2010_2020,"16.9743780369","-99.9314995573"
"264",Coban_Guatemala,GTM-AVR,Alta Verapaz,GT,Guatemala,Provincial capital,,"0",,"0","0",,"15.4710000343","-90.3719965851"
"265",Huehuetenango_Guatemala,GTM-HHT,Huehuetenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,"15.3170009412","-91.4669996403"
"266",Santa Cruz Del Quiche_Guatemala,GTM-QUI,Quiche,GT,Guatemala,Provincial capital,,"0",,"0","0",,"15.0333030374","-91.1332977047"
"267",San Marcos_Guatemala,GTM-SMR,San Marcos,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.9660009988","-91.7999995942"
"268",Totonicapan_Guatemala,GTM-TTN,Totonicapan,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.9139989173","-91.3580006841"
"269",Quezaltenango_Guatemala,GTM-QZL,Quezaltenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.8332960119","-91.5000027084"
"270",Solola_Guatemala,GTM-SOL,Solola,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.7729959179","-91.1829955917"
"271",Retalhuleu_Guatemala,GTM-RTL,Retalhuleu,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.5370969761","-91.6770146210"
"272",Mazatenango_Guatemala,GTM-SCH,Suchitepequez,GT,Guatemala,Provincial capital,,"0",,"0","0",,"14.5342079624","-91.5003626353"
"273",Salama_Guatemala,GTM-BVR,Baja Verapaz,GT,Guatemala,Provincial capital,,"0",,"0","0",,"15.1029989627","-90.3140006855"
"274",El Progreso_Guatemala,GTM-EPR,El Progreso,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.8499999325","-90.0167036656"
"275",Chimaltenango_Guatemala,GTM-CHM,Chimaltenango,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.6619990774","-90.8199985804"
"276",Guatemala_Guatemala,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,,"2","1,000,000 to 4,999,999","0","1",UN_Habitat_2020,"14.6180070670","-90.5248976941"
"277",Antigua Guatemala_Guatemala,GTM-SCT,Sacatepequez,GT,Guatemala,Provincial capital,,"0",,"0","0",,"14.5666980311","-90.7333016915"
"278",Escuintla_Guatemala,GTM-ESC,Escuintla,GT,Guatemala,Provincial capital,,"0",,"0","1",,"14.3029980001","-90.7820007191"
"279",Cuilapa_Guatemala,GTM-SRO,Santa Rosa,GT,Guatemala,Provincial capital,,"0",,"0","0",,"14.2790040279","-90.2979985812"
"280",Pinar Del Rio_Cuba,CUB-PDR,Pinar del Rio,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"22.4250030073","-83.6880027077"
"281",Santa Clara_Cuba,CUB-VCL,Villa Clara,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"22.4139960272","-79.9659986924"
"282",Cienfuegos_Cuba,CUB-CNF,Cienfuegos,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","10540","1",UN_Data_2010_2020,"22.1499989530","-80.4439975797"
"283",Sancti Spiritus_Cuba,CUB-SSP,Sancti Spiritus,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"21.9359969744","-79.4429996683"
"284",Nueva Gerona_Cuba,CUB-IDL,Isla de la Juventud,CU,Cuba,Provincial capital,,"0",,"10550","0",,"21.8850030194","-82.7990006616"
"285",Ciego De Avila_Cuba,CUB-CDA,Ciego de Avila,CU,Cuba,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"21.8410020729","-78.7629957059"
"286",George Town_Cayman Is.,CYM,Cayman Is.,CJ,Cayman Is.,National and provincial capital,,"7","Less than 50,000","10580","0",UN_Data_2010_2020,"19.2999960200","-81.3833276745"
"287",Halifax_Canada,CAN-NSC,Nova Scotia,CA,Canada,Provincial capital,,"4","250,000 to 499,999","6430","0",UN_Data_2010_2020,"44.6799959451","-63.6509966847"
"288",Hamilton_Bermuda,BMU,Bermuda,BD,Bermuda,National and provincial capital,,"7","Less than 50,000","9960","0",UN_Data_2010_2020,"32.2890300017","-64.7791646510"
"289",Alajuela_Costa Rica,CRI-ALJ,Alajuela,CS,Costa Rica,Provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"10.0160009999","-84.2210005855"
"290",Heredia_Costa Rica,CRI-HER,Heredia,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"9.9919979261","-84.1200025987"
"291",Puerto Limon_Costa Rica,CRI-LIM,Limon,CS,Costa Rica,Provincial capital,,"6","50,000 to 99,999","9810","0",UN_Data_2010_2020,"9.9900000419","-83.0300036039"
"292",San Jose_Costa Rica,CRI-SJO,San Jose,CS,Costa Rica,National and provincial capital,,"4","250,000 to 499,999","0","1",UN_Data_2010_2020,"9.9304740804","-84.0786205965"
"293",Cartago_Costa Rica,CRI-CRT,Cartago,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","0","1",UN_Data_2010_2020,"9.8569980119","-83.9210036997"
"294",Bocas del Toro_Panama,PAN-BDT,Bocas del Toro,PM,Panama,Provincial capital,,"0",,"0","1",,"9.3339089647","-82.2493885555"
"295",David_Panama,PAN-CHR,Chiriqui,PM,Panama,Provincial capital,,"0",,"0","0",,"8.4279959780","-82.4309995900"
"296",Oranjestad_Aruba,ABW,Aruba,AA,Aruba,National and provincial capital,,"7","Less than 50,000","0","0",UN_Data_2010_2020,"12.5250030095","-70.0260026181"
"297",Willemstad_Netherlands Antilles,ANT,Netherlands Antilles,NT,Netherlands Antilles,National and provincial capital,,"0",,"11810","0",,"12.1387859931","-68.9705546255"
"298",Riohacha_Colombia,COL-LGU,La Guajira,CO,Colombia,Provincial capital,,"5","100,000 to 249,999","0","0",UN_Data_2010_2020,"11.5520039403","-72.8980016390"
"299",Coro_Venezuela,VEN-FLC,Falcon,VE,Venezuela,Provincial capital,,"0",,"0","0",,"11.4029999715","-69.6779995848"
"300",Santiago_Panama,PAN-VRG,Veraguas,PM,Panama,Provincial capital,,"0",,"0","0",,"8.1009989438","-80.9649985541"
"301",Chitre_Panama,PAN-HRR,Herrera,PM,Panama,Provincial capital,,"0",,"0","0",,"7.9800029188","-80.4349975854"
"302",Las Tablas_Panama,PAN-LSN,Los Santos,PM,Panama,Provincial capital,,"0",,"0","0",,"7.7660009402","-80.2770025583"
"303",San Carlos_Nicaragua,NIC-RSJ,Rio San Juan,NU,Nicaragua,Provincial capital,,"0",,"0","0",,"11.1999960369","-84.8332975708"
"304",Liberia_Costa Rica,CRI-GNC,Guanacaste,CS,Costa Rica,Provincial capital,,"0",,"0","0",,"10.6260030578","-85.4369996657"
"305",Puntarenas_Costa Rica,CRI-PNT,Puntarenas,CS,Costa Rica,Provincial capital,,"5","100,000 to 249,999","15510","1",UN_Data_2010_2020,"9.9690029788","-84.8429997122"
"306",El Porvenir_Panama,PAN-SBL,San Blas,PM,Panama,Provincial capital,,"0",,"0","0",,"9.5432130276","-78.9598525844"
