,id,title,date,address,thumbnail,division,division_url,latitude,longitude,SHAPE
641,http://www.loc.gov/item/75694978/,"Gettysburg, Pennsylvania 1888.",1888,"Gettysburg, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824g/pm007800.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.83054000000004,-77.23112999999995,"{'spatialReference': {'wkid': 4326}, 'x': -77.23112999999995, 'y': 39.83054000000004}"
63,http://www.loc.gov/item/73694686/,"Gorham, N.H. 1888.",1888,"Gorham, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744g/pm004782.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.390750000000025,-71.18260999999995,"{'spatialReference': {'wkid': 4326}, 'x': -71.18260999999995, 'y': 44.390750000000025}"
937,http://www.loc.gov/item/75693081/,"Bird's eye view of Hot Springs, Ark.",1888,"Hot Springs, Arkansas",https://tile.loc.gov/storage-services/service/gmd/gmd400/g4004/g4004h/pm000120.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,34.509600000000034,-93.05176999999998,"{'spatialReference': {'wkid': 4326}, 'x': -93.05176999999998, 'y': 34.509600000000034}"
403,http://www.loc.gov/item/75694787/,"Johnstown, N.Y. 1888.",1888,"Johnstown, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804j/pm005770.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.00655000000006,-74.36845999999997,"{'spatialReference': {'wkid': 4326}, 'x': -74.36845999999997, 'y': 43.00655000000006}"
1421,http://www.loc.gov/item/75693091/,"Lakeport, Lake County, California,",1888,"Lakeport, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364l/pm000220.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.04371000000003,-122.91515999999996,"{'spatialReference': {'wkid': 4326}, 'x': -122.91515999999996, 'y': 39.04371000000003}"
258,http://www.loc.gov/item/2008624024/,"Lonsdale, Rhode Island, 1888.",1888,"Lonsdale, Town of Lincoln, Rhode Island",https://tile.loc.gov/storage-services/service/gmd/gmd377/g3774/g3774l/pm020220.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.90732000000003,-71.40366999999998,"{'spatialReference': {'wkid': 4326}, 'x': -71.40366999999998, 'y': 41.90732000000003}"
1462,http://www.loc.gov/item/96505331/,"Los Angeles, Cal.",1888,"Los Angeles, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364l/pm000261.gif,Prints and Photographs,https://www.loc.gov/rr/print/,34.053570000000036,-118.24544999999995,"{'spatialReference': {'wkid': 4326}, 'x': -118.24544999999995, 'y': 34.053570000000036}"
412,http://www.loc.gov/item/75694792/,"Luzerne, N.Y. and Hadley.",1888,"Luzerne, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804l/pm005830.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.312850000000026,-73.83483999999999,"{'spatialReference': {'wkid': 4326}, 'x': -73.83483999999999, 'y': 43.312850000000026}"
205,http://www.loc.gov/item/2015588504/,"Milford, Massachusetts, 1888.",1888,"Milford, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764m/pm020525.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.15173000000004,-71.52816999999999,"{'spatialReference': {'wkid': 4326}, 'x': -71.52816999999999, 'y': 42.15173000000004}"
77,http://www.loc.gov/item/79693221/,"Milton, N.H., 1888",1888,"Milton, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744m/pm004881.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.435190000000034,-70.98816999999997,"{'spatialReference': {'wkid': 4326}, 'x': -70.98816999999997, 'y': 43.435190000000034}"
8,http://www.loc.gov/item/2015587280/,"Moncton, New Brunswick, 1888",1888,"Moncton, New Brunswick",https://tile.loc.gov/storage-services/service/gmd/gmd3/g3434/g3434m/pm020530.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,46.08797100000004,-64.77713999999997,"{'spatialReference': {'wkid': 4326}, 'x': -64.77713999999997, 'y': 46.08797100000004}"
261,http://www.loc.gov/item/2010589385/,"Wickford, Rhode Island, 1888.",1888,"North Kingstown, Rhode Island",https://tile.loc.gov/storage-services/service/gmd/gmd377/g3774/g3774n/pm020430.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.588610000000074,-71.45792999999998,"{'spatialReference': {'wkid': 4326}, 'x': -71.45792999999998, 'y': 41.588610000000074}"
463,http://www.loc.gov/item/75694827/,"Oxford, N.Y.",1888,"Oxford, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804o/pm006100.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.44208000000003,-75.59756999999996,"{'spatialReference': {'wkid': 4326}, 'x': -75.59756999999996, 'y': 42.44208000000003}"
724,http://www.loc.gov/item/75696520/, Philadelphia in 1888.,1888,"Philadelphia, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008310.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.95222000000007,-75.16217999999998,"{'spatialReference': {'wkid': 4326}, 'x': -75.16217999999998, 'y': 39.95222000000007}"
1432,http://www.loc.gov/item/86690598/,"Bird's eye view, Placerville, Cal.",1888,"Placerville, California",https://tile.loc.gov/storage-services/service/gmd/gmd436/g4364/g4364p/pm000313.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.727910000000065,-120.80331999999999,"{'spatialReference': {'wkid': 4326}, 'x': -120.80331999999999, 'y': 38.727910000000065}"
1236,http://www.loc.gov/item/78693710/,"St. Paul, Minn. : ice palace and winter carnival souvenir",1888,"Saint Paul, Minnesota",https://tile.loc.gov/storage-services/service/gmd/gmd414/g4144/g4144s/pm004092.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.94441000000006,-93.09326999999996,"{'spatialReference': {'wkid': 4326}, 'x': -93.09326999999996, 'y': 44.94441000000006}"
492,http://www.loc.gov/item/75694893/,"Saratoga Springs, N.Y. 1888.",1888,"Saratoga Springs, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804s/pm006300.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.08411000000007,-73.78440999999998,"{'spatialReference': {'wkid': 4326}, 'x': -73.78440999999998, 'y': 43.08411000000007}"
1267,http://www.loc.gov/item/75693234/,"Perspective map of Sioux City, Iowa. 1888.",1888,"Sioux City, Iowa",https://tile.loc.gov/storage-services/service/gmd/gmd415/g4154/g4154s/pm002250.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.499900000000025,-96.42085999999995,"{'spatialReference': {'wkid': 4326}, 'x': -96.42085999999995, 'y': 42.499900000000025}"
972,http://www.loc.gov/item/75693084/,"Perspective map of, Texarkana, Texas and Arkansas.",1888,"Texarkana, Texas",https://tile.loc.gov/storage-services/service/gmd/gmd403/g4034/g4034t/pm000150.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,33.425580000000025,-94.04824999999994,"{'spatialReference': {'wkid': 4326}, 'x': -94.04824999999994, 'y': 33.425580000000025}"
941,http://www.loc.gov/item/75693085/,"Perspective map of Van Buren, Ark. county seat of Crawford County 1888.",1888,"Van Buren, Arkansas",https://tile.loc.gov/storage-services/service/gmd/gmd400/g4004/g4004v/pm000160.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,35.436770000000024,-94.34876999999994,"{'spatialReference': {'wkid': 4326}, 'x': -94.34876999999994, 'y': 35.436770000000024}"
811,http://www.loc.gov/item/80694601/,"Birdseye view of the National Capital, including the site of the proposed World's Exposition of 1892 and Permanent Exposition of the Three Americas",1888,"Washington, District of Columbia",https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/pm001102.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,38.890370000000075,-77.03195999999997,"{'spatialReference': {'wkid': 4326}, 'x': -77.03195999999997, 'y': 38.890370000000075}"
250,http://www.loc.gov/item/2010589384/,"Westborough, Massachusetts, 1888.",1888,"Westborough, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764w/pm020420.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.28430000000003,-71.59908999999993,"{'spatialReference': {'wkid': 4326}, 'x': -71.59908999999993, 'y': 42.28430000000003}"
330,http://www.loc.gov/item/86693486/,"Altamont, N.Y.",1889,"Altamont, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804a/pm005341.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.706000000000074,-74.03279999999995,"{'spatialReference': {'wkid': 4326}, 'x': -74.03279999999995, 'y': 42.706000000000074}"
336,http://www.loc.gov/item/75694746/,"Bainbridge, N.Y.",1889,"Bainbridge, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804b/pm005370.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.29419000000007,-75.48044999999996,"{'spatialReference': {'wkid': 4326}, 'x': -75.48044999999996, 'y': 42.29419000000007}"
1113,http://www.loc.gov/item/75694615/,"Benton Harbor, Mich. 1889.",1889,"Benton Harbor, Michigan",https://tile.loc.gov/storage-services/service/gmd/gmd411/g4114/g4114b/pm003390.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.115530000000035,-86.45747999999998,"{'spatialReference': {'wkid': 4326}, 'x': -86.45747999999998, 'y': 42.115530000000035}"
835,http://www.loc.gov/item/75696673/,"Berkeley Springs, a celebrated and fashionable health resort, county seat of Morgan Co., W.Va.",1889,"Berkeley Springs, West Virginia",https://tile.loc.gov/storage-services/service/gmd/gmd389/g3894/g3894b/pm009860.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.62814000000003,-78.22684999999996,"{'spatialReference': {'wkid': 4326}, 'x': -78.22684999999996, 'y': 39.62814000000003}"
215,http://www.loc.gov/item/83693956/,"Blackinton, Mass.",1889,"Blackinton, North Adams, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764b/pm002724.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.70425000000006,-73.16621999999995,"{'spatialReference': {'wkid': 4326}, 'x': -73.16621999999995, 'y': 42.70425000000006}"
273,http://www.loc.gov/item/75693146/,"Bristol, Conn. looking north-east.",1889,"Bristol, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784b/pm000780.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.675740000000076,-72.94660999999996,"{'spatialReference': {'wkid': 4326}, 'x': -72.94660999999996, 'y': 41.675740000000076}"
104,http://www.loc.gov/item/75696623/,"Bristol, Vt.",1889,"Bristol, Vermont",https://tile.loc.gov/storage-services/service/gmd/gmd375/g3754/g3754b/pm009360.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.13348000000008,-73.08011999999997,"{'spatialReference': {'wkid': 4326}, 'x': -73.08011999999997, 'y': 44.13348000000008}"
1248,http://www.loc.gov/item/75693230/,"1889 perspective map of the city of Burlington, Ia.",1889,"Burlington, Iowa",https://tile.loc.gov/storage-services/service/gmd/gmd415/g4154/g4154b/pm002070.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.812050000000056,-91.10072999999994,"{'spatialReference': {'wkid': 4326}, 'x': -91.10072999999994, 'y': 40.812050000000056}"
106,http://www.loc.gov/item/74693163/,"Castleton, Vt. 1889.",1889,"Castleton, Vermont",https://tile.loc.gov/storage-services/service/gmd/gmd375/g3754/g3754c/pm009362.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.61260000000004,-73.17430999999993,"{'spatialReference': {'wkid': 4326}, 'x': -73.17430999999993, 'y': 43.61260000000004}"
355,http://www.loc.gov/item/75694756/,"Catskill, N.Y.",1889,"Catskill, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804c/pm005490.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.217730000000074,-73.86421999999999,"{'spatialReference': {'wkid': 4326}, 'x': -73.86421999999999, 'y': 42.217730000000074}"
1387,http://www.loc.gov/item/75693132/,"Perspective map of the city of Denver, Colo. 1889.",1889,"Denver, Colorado",https://tile.loc.gov/storage-services/service/gmd/gmd431/g4314/g4314d/pm000650.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,39.74001000000004,-104.99201999999997,"{'spatialReference': {'wkid': 4326}, 'x': -104.99201999999997, 'y': 39.74001000000004}"
1117,http://www.loc.gov/item/76693077/,"Birds eye view--showing about three miles square--of the central portion of the city of Detroit, Michigan.",1889,"Detroit, Michigan",https://tile.loc.gov/storage-services/service/gmd/gmd411/g4114/g4114d/pm003420.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.33168000000006,-83.04799999999994,"{'spatialReference': {'wkid': 4326}, 'x': -83.04799999999994, 'y': 42.33168000000006}"
1256,http://www.loc.gov/item/75693232/,"Perspective map of the city of Dubuque, Ia. 1889.",1889,"Dubuque, Iowa",https://tile.loc.gov/storage-services/service/gmd/gmd415/g4154/g4154d/pm002140.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.49913000000004,-90.66326999999995,"{'spatialReference': {'wkid': 4326}, 'x': -90.66326999999995, 'y': 42.49913000000004}"
997,http://www.loc.gov/item/75694919/,"Findlay, Ohio, the Gas City.",1889,"Findlay, Ohio",https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084f/pm006930.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.037600000000054,-83.65029999999996,"{'spatialReference': {'wkid': 4326}, 'x': -83.65029999999996, 'y': 41.037600000000054}"
378,http://www.loc.gov/item/89694450/,"Fonda, N.Y.",1889,"Fonda, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804f/pm005621.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.95452000000006,-74.37449999999995,"{'spatialReference': {'wkid': 4326}, 'x': -74.37449999999995, 'y': 42.95452000000006}"
636,http://www.loc.gov/item/75694975/,"Forest City, Susquehanna County, Pa. 1889.",1889,"Forest City, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824f/pm007770.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.65145000000007,-75.46676999999994,"{'spatialReference': {'wkid': 4326}, 'x': -75.46676999999994, 'y': 41.65145000000007}"
1257,http://www.loc.gov/item/75693233/,"Perspective map of Fort Madison, Ia. 1889.",1889,"Fort Madison, Iowa",https://tile.loc.gov/storage-services/service/gmd/gmd415/g4154/g4154f/pm002150.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.630660000000034,-91.32833999999997,"{'spatialReference': {'wkid': 4326}, 'x': -91.32833999999997, 'y': 40.630660000000034}"
638,http://www.loc.gov/item/76695050/,"Frackville, Pennsylvania.",1889,"Frackville, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824f/pm007771.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.784730000000025,-76.23085999999995,"{'spatialReference': {'wkid': 4326}, 'x': -76.23085999999995, 'y': 40.784730000000025}"
384,http://www.loc.gov/item/2007625475/,"Fultonville, N.Y.",1889,"Fultonville, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804f/pm020120.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.94801000000007,-74.37025999999997,"{'spatialReference': {'wkid': 4326}, 'x': -74.37025999999997, 'y': 42.94801000000007}"
643,http://www.loc.gov/item/76695051/,"Girardville, Pennsylvania.",1889,"Girardville, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824g/pm007801.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.791630000000055,-76.28164999999996,"{'spatialReference': {'wkid': 4326}, 'x': -76.28164999999996, 'y': 40.791630000000055}"
648,http://www.loc.gov/item/75694985/,"Hamburg, Berks Co., Penna. 1889.",1889,"Hamburg, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824h/pm007860.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.55613000000005,-75.98272999999995,"{'spatialReference': {'wkid': 4326}, 'x': -75.98272999999995, 'y': 40.55613000000005}"
67,http://www.loc.gov/item/73694685/,"Henniker, N.H.",1889,"Henniker, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744h/pm004801.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.175140000000056,-71.82176999999996,"{'spatialReference': {'wkid': 4326}, 'x': -71.82176999999996, 'y': 43.175140000000056}"
397,http://www.loc.gov/item/75694783/,"Hoosick Falls, N.Y.",1889,"Hoosick Falls, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804h/pm005720.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.90196000000003,-73.34956999999997,"{'spatialReference': {'wkid': 4326}, 'x': -73.34956999999997, 'y': 42.90196000000003}"
658,http://www.loc.gov/item/76695236/,"Jermyn, Lackawanna County, Pa.",1889,"Jermyn, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824j/pm007942.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.527900000000045,-75.54697999999996,"{'spatialReference': {'wkid': 4326}, 'x': -75.54697999999996, 'y': 41.527900000000045}"
287,http://www.loc.gov/item/75693148/,"Jewett City, Conn.",1889,"Jewett City, Connecticut",https://tile.loc.gov/storage-services/service/gmd/gmd378/g3784/g3784j/pm000810.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.602940000000046,-71.97582999999997,"{'spatialReference': {'wkid': 4326}, 'x': -71.97582999999997, 'y': 41.602940000000046}"
1318,http://www.loc.gov/item/75694675/,"Perspective map of the city of Kearney, Neb. county seat of Buffalo Co. 1889.",1889,"Kearney, Nebraska",https://tile.loc.gov/storage-services/service/gmd/gmd419/g4194/g4194k/pm004620.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.70047000000005,-99.08346999999998,"{'spatialReference': {'wkid': 4326}, 'x': -99.08346999999998, 'y': 40.70047000000005}"
1319,http://www.loc.gov/item/75694676/,"Lincoln, Neb., State capitol of Nebraska, county seat of Lancaster Co. 1889.",1889,"Lincoln, Nebraska",https://tile.loc.gov/storage-services/service/gmd/gmd419/g4194/g4194l/pm004640.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.81362000000007,-96.70729999999998,"{'spatialReference': {'wkid': 4326}, 'x': -96.70729999999998, 'y': 40.81362000000007}"
33,http://www.loc.gov/item/75693243/,"Livermore Falls, Maine.",1889,"Livermore Falls, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734l/pm002460.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.474320000000034,-70.19033999999994,"{'spatialReference': {'wkid': 4326}, 'x': -70.19033999999994, 'y': 44.474320000000034}"
666,http://www.loc.gov/item/76695231/,"Mahanoy City, Pennsylvania.",1889,"Mahanoy City, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824m/pm008011.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.812640000000044,-76.14225999999996,"{'spatialReference': {'wkid': 4326}, 'x': -76.14225999999996, 'y': 40.812640000000044}"
76,http://www.loc.gov/item/75694693/,"Meredith Village, N.H.",1889,"Meredith, New Hampshire",https://tile.loc.gov/storage-services/service/gmd/gmd374/g3744/g3744m/pm004870.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.655950000000075,-71.50035999999994,"{'spatialReference': {'wkid': 4326}, 'x': -71.50035999999994, 'y': 43.655950000000075}"
203,http://www.loc.gov/item/75694590/,"Merrimac, Mass.",1889,"Merrimac, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764m/pm003100.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.83352000000008,-71.00219999999996,"{'spatialReference': {'wkid': 4326}, 'x': -71.00219999999996, 'y': 42.83352000000008}"
204,http://www.loc.gov/item/95683334/,"Middleborough, Massachusetts.",1889,"Middleboro, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764m/pm003104.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.892930000000035,-70.91055999999998,"{'spatialReference': {'wkid': 4326}, 'x': -70.91055999999998, 'y': 41.892930000000035}"
678,http://www.loc.gov/item/75696503/,"Minersville, Pennsylvania, 1889.",1889,"Minersville, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824m/pm008050.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.69058000000007,-76.25894999999997,"{'spatialReference': {'wkid': 4326}, 'x': -76.25894999999997, 'y': 40.69058000000007}"
207,http://www.loc.gov/item/83693955/,"Mittineague, Mass.",1889,"Mittineague, City of West Springfield, Massachusetts",https://tile.loc.gov/storage-services/service/gmd/gmd376/g3764/g3764m/pm003103.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.10426000000007,-72.64536999999996,"{'spatialReference': {'wkid': 4326}, 'x': -72.64536999999996, 'y': 42.10426000000007}"
1085,http://www.loc.gov/item/75693217/,"Moline, Ill. 1889.",1889,"Moline, Illinois",https://tile.loc.gov/storage-services/service/gmd/gmd410/g4104/g4104m/pm001700.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.49177000000003,-90.49036999999998,"{'spatialReference': {'wkid': 4326}, 'x': -90.49036999999998, 'y': 41.49177000000003}"
37,http://www.loc.gov/item/73694689/,"Monson, Maine.",1889,"Monson, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734m/pm002462.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,45.286230000000046,-69.50025999999997,"{'spatialReference': {'wkid': 4326}, 'x': -69.50025999999997, 'y': 45.286230000000046}"
113,http://www.loc.gov/item/75696628/,"Morrisville, Vt.",1889,"Morrisville, Vermont",https://tile.loc.gov/storage-services/service/gmd/gmd375/g3754/g3754m/pm009410.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.56253000000004,-72.59848999999997,"{'spatialReference': {'wkid': 4326}, 'x': -72.59848999999997, 'y': 44.56253000000004}"
1138,http://www.loc.gov/item/75694630/,"Birds-eye view of Muskegon, Michigan 1889, from Muskegon Lake looking east.",1889,"Muskegon, Michigan",https://tile.loc.gov/storage-services/service/gmd/gmd411/g4114/g4114m/pm003660.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.23425000000003,-86.24481999999995,"{'spatialReference': {'wkid': 4326}, 'x': -86.24481999999995, 'y': 43.23425000000003}"
450,http://www.loc.gov/item/75694823/, The city of New York.,1889,New York,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/pm006040.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.71455000000003,-74.00713999999994,"{'spatialReference': {'wkid': 4326}, 'x': -74.00713999999994, 'y': 40.71455000000003}"
1321,http://www.loc.gov/item/75694677/,"1889 perspective map of Norfolk, Neb.",1889,"Norfolk, Nebraska",https://tile.loc.gov/storage-services/service/gmd/gmd419/g4194/g4194n/pm004660.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.032710000000066,-97.41105999999996,"{'spatialReference': {'wkid': 4326}, 'x': -97.41105999999996, 'y': 42.032710000000066}"
1407,http://www.loc.gov/item/75696609/,"View of Ogden City, Utah Territory.",1889,"Ogden, Utah",https://tile.loc.gov/storage-services/service/gmd/gmd434/g4344/g4344o/pm009250.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.222570000000076,-111.97046999999998,"{'spatialReference': {'wkid': 4326}, 'x': -111.97046999999998, 'y': 41.222570000000076}"
913,http://www.loc.gov/item/75693237/,"Bird's eye view of Paducah, Kentucky 1889.",1889,"Paducah, Kentucky",https://tile.loc.gov/storage-services/service/gmd/gmd395/g3954/g3954p/pm002380.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,37.08571000000006,-88.59584999999998,"{'spatialReference': {'wkid': 4326}, 'x': -88.59584999999998, 'y': 37.08571000000006}"
40,http://www.loc.gov/item/75693247/,"Pittsfield, Maine.",1889,"Pittsfield, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734p/pm002480.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.78257000000008,-69.38278999999994,"{'spatialReference': {'wkid': 4326}, 'x': -69.38278999999994, 'y': 44.78257000000008}"
474,http://www.loc.gov/item/75694837/,"Port Henry, N.Y.",1889,"Port Henry, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804p/pm006190.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,44.04825000000005,-73.45958999999993,"{'spatialReference': {'wkid': 4326}, 'x': -73.45958999999993, 'y': 44.04825000000005}"
734,http://www.loc.gov/item/75696523/,"Pottsville, Pennsylvania 1889.",1889,"Pottsville, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824p/pm008350.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.685460000000035,-76.19538999999997,"{'spatialReference': {'wkid': 4326}, 'x': -76.19538999999997, 'y': 40.685460000000035}"
1097,http://www.loc.gov/item/75693223/,"Rock Island, Ill.",1889,"Rock Island, Illinois",https://tile.loc.gov/storage-services/service/gmd/gmd410/g4104/g4104r/pm001850.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,41.511960000000045,-90.57606999999996,"{'spatialReference': {'wkid': 4326}, 'x': -90.57606999999996, 'y': 41.511960000000045}"
488,http://www.loc.gov/item/75694843/,"Salem, N.Y.",1889,"Salem, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804s/pm006280.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.17432000000008,-73.32777999999996,"{'spatialReference': {'wkid': 4326}, 'x': -73.32777999999996, 'y': 43.17432000000008}"
45,http://www.loc.gov/item/75694500/,"Sanford, Maine.",1889,"Sanford, Maine",https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734s/pm002510.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.43753000000004,-70.77230999999995,"{'spatialReference': {'wkid': 4326}, 'x': -70.77230999999995, 'y': 43.43753000000004}"
490,http://www.loc.gov/item/75694845/,"Schaghticoke, N.Y.",1889,"Schaghticoke, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804s/pm006310.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,42.897050000000036,-73.58643999999998,"{'spatialReference': {'wkid': 4326}, 'x': -73.58643999999998, 'y': 42.897050000000036}"
493,http://www.loc.gov/item/75694846/,"Schuylerville, N.Y.",1889,"Schuylerville, New York",https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804s/pm006320.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,43.09961000000004,-73.58144999999996,"{'spatialReference': {'wkid': 4326}, 'x': -73.58144999999996, 'y': 43.09961000000004}"
750,http://www.loc.gov/item/75696539/,"Shenandoah, Pa. 1889.",1889,"Shenandoah, Pennsylvania",https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824s/pm008490.gif,Geography and Map Division,https://www.loc.gov/rr/geogmap/,40.82045000000005,-76.20156999999995,"{'spatialReference': {'wkid': 4326}, 'x': -76.20156999999995, 'y': 40.82045000000005}"
