id,name,city,country,faa,icao,alt,tz-offset,dst,tz,longitude,latitude
"305",Chièvres Air Base,Chievres,Belgium,\N,EBCV,"194","1",E,Europe/Brussels,3.831,50.575802
"306",Koksijde Air Base,Koksijde,Belgium,\N,EBFN,"20","1",E,Europe/Brussels,2.65278,51.090302
"307",Florennes Air Base,Florennes,Belgium,\N,EBFS,"935","1",E,Europe/Brussels,4.64583,50.243301
"308",Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,"64","1",E,Europe/Brussels,3.20472,50.8172
"309",Liège Airport,Liege,Belgium,LGG,EBLG,"659","1",E,Europe/Brussels,5.44322,50.637402
"310",Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,"13","1",E,Europe/Brussels,2.86222,51.198898
"311",Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,"312","1",E,Europe/Brussels,5.59056,50.947498
"312",Brustem Airfield Sint Truiden,Sint-truiden,Belgium,\N,EBST,"246","1",E,Europe/Brussels,5.20167,50.791901
"313",Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,"1930","1",E,Europe/Brussels,5.44081,50.034401
"314",Ursel Air Base,Ursel,Belgium,\N,EBUL,"95","1",E,Europe/Brussels,3.47556,51.144199
"315",Weelde Air Base,Weelde,Belgium,\N,EBWE,"105","1",E,Europe/Brussels,4.96019,51.394798
"316",Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,"53","1",E,Europe/Brussels,4.75333,51.264702
"317",Flugplatz Bautzen,Bautzen,Germany,\N,EDAB,"568","1",E,Europe/Berlin,14.519722,51.193611
"318",Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,"640","1",E,Europe/Berlin,12.506389,50.981945
"319",Dessau Airfield,Dessau,Germany,\N,EDAD,"187","1",E,Europe/Berlin,12.190962,51.831694
"320",Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,\N,EDAE,"144","1",E,Europe/Berlin,14.58753,52.195856
"322",Großenhain Airport,Suhl,Germany,\N,EDAK,"417","1",E,Europe/Berlin,13.555556,51.308056
"323",Merseburg Airport,Muehlhausen,Germany,\N,EDAM,"341","1",E,Europe/Berlin,11.940833,51.363056
"324",Halle-Oppin Airport,Halle,Germany,\N,EDAQ,"348","1",E,Europe/Berlin,12.053889,51.552223
"325",Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,"322","1",E,Europe/Berlin,13.356111,51.29361
"326",Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,"220","1",E,Europe/Berlin,12.752222,53.306389
"327",Strausberg Airport,Strausberg,Germany,\N,EDAY,"262","1",E,Europe/Berlin,13.916667,52.580555
"328",Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,"152","1",E,Europe/Berlin,13.156389,52.203609
"329",Barth Airport,Barth,Germany,BBH,EDBH,"23","1",E,Europe/Berlin,12.710515,54.338253
"330",Jena-Schöngleina Airfield,Jena,Germany,\N,EDBJ,"1247","1",E,Europe/Berlin,11.714444,50.915279
"331",Kyritz Airport,Kyritz,Germany,\N,EDBK,"131","1",E,Europe/Berlin,12.425278,52.918888
"332","Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,"259","1",E,Europe/Berlin,11.626389,52.073612
"333",Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,"518","1",E,Europe/Berlin,14.95,51.363335
"334",Anklam Airfield,Anklam,Germany,\N,EDCA,"16","1",E,Europe/Berlin,13.668611,53.832779
"335",Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,"272","1",E,Europe/Berlin,14.531944,51.889442
"336",Kamenz Airport,Kamenz,Germany,\N,EDCM,"495","1",E,Europe/Berlin,14.1275,51.296944
"337",Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,"157","1",E,Europe/Berlin,13.5225,52.380001
"338",Dresden Airport,Dresden,Germany,DRS,EDDC,"755","1",E,Europe/Berlin,13.7672,51.132801
"339",Erfurt Airport,Erfurt,Germany,ERF,EDDE,"1036","1",E,Europe/Berlin,10.9581,50.979801
"340",Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,"364","1",E,Europe/Berlin,8.570556,50.033333
"341",Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,"160","1",E,Europe/Berlin,7.68483,52.134602
"342",Hamburg Airport,Hamburg,Germany,HAM,EDDH,"53","1",E,Europe/Berlin,9.98823,53.630402
"343",Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,"167","1",E,Europe/Berlin,13.4039,52.473
"344",Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,"302","1",E,Europe/Berlin,7.14274,50.865898
"345",Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,"147","1",E,Europe/Berlin,6.76678,51.289501
"346",Munich Airport,Munich,Germany,MUC,EDDM,"1487","1",E,Europe/Berlin,11.7861,48.353802
"347",Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,"1046","1",E,Europe/Berlin,11.078056,49.498699
"348",Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,"465","1",E,Europe/Berlin,12.236389,51.423889
"349",Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,"1058","1",E,Europe/Berlin,7.10951,49.2146
"350",Stuttgart Airport,Stuttgart,Germany,STR,EDDS,"1276","1",E,Europe/Berlin,9.22196,48.689899
"351",Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,"122","1",E,Europe/Berlin,13.2877,52.5597
"352",Hannover Airport,Hannover,Germany,HAJ,EDDV,"183","1",E,Europe/Berlin,9.68508,52.461102
"353",Bremen Airport,Bremen,Germany,BRE,EDDW,"14","1",E,Europe/Berlin,8.78667,53.047501
"354",Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,"384","1",E,Europe/Berlin,8.645833,49.959999
"355",Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,"1649","1",E,Europe/Berlin,7.26389,49.9487
"356",Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,"308","1",E,Europe/Berlin,8.514167,49.473057
"357",Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,"1158","1",E,Europe/Berlin,8.680833,51.035
"358",Worms Airport,Worms,Germany,\N,EDFV,"295","1",E,Europe/Berlin,8.368333,49.606945
"359",Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,"525","1",E,Europe/Berlin,8.147222,49.967499
"360",Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,"1112","1",E,Europe/Berlin,10.47973,50.991604
"361",Siegerland Airport,Siegerland,Germany,SGE,EDGS,"1966","1",E,Europe/Berlin,8.08297,50.707699
"362",Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,"23","1",E,Europe/Berlin,9.835556,53.535278
"363",Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,"102","1",E,Europe/Berlin,10.145278,54.379444
"364",Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,"53","1",E,Europe/Berlin,10.7192,53.805401
"365",Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,"1896","1",E,Europe/Berlin,6.528889,50.405556
"366",Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,"1549","1",E,Europe/Berlin,7.6,51.099998
"367",Arnsberg-Menden Airport,Arnsberg,Germany,\N,EDLA,"794","1",E,Europe/Berlin,7.898333,51.483891
"368",Essen Mulheim Airport,Essen,Germany,ESS,EDLE,"424","1",E,Europe/Berlin,6.93733,51.402302
"369",Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,"454","1",E,Europe/Berlin,8.544444,51.964722
"370",Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,"125","1",E,Europe/Berlin,6.504444,51.230278
"371",Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,"699","1",E,Europe/Berlin,8.61632,51.614101
"372",Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,"157","1",E,Europe/Berlin,6.840556,51.995834
"373",Dortmund Airport,Dortmund,Germany,DTM,EDLW,"425","1",E,Europe/Berlin,7.61224,51.518299
"374",Augsburg Airport,Augsburg,Germany,AGB,EDMA,"1516","1",E,Europe/Berlin,10.931667,48.425278
"375",Biberach a.d. Riß Airfield,Biberach,Germany,\N,EDMB,"1903","1",E,Europe/Berlin,9.762778,48.111111
"376",Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,"1342","1",E,Europe/Berlin,12.723611,48.396111
"377",Mindelheim-Mattsies Airfield,Mindelheim,Germany,\N,EDMN,"1857","1",E,Europe/Berlin,10.525,48.106945
"378",Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,"1947","1",E,Europe/Berlin,11.2831,48.081402
"379",Straubing Airport,Straubing,Germany,RBM,EDMS,"1047","1",E,Europe/Berlin,12.516667,48.900833
"380",Vilshofen Airport,Vilshofen,Germany,\N,EDMV,"991","1",E,Europe/Berlin,13.195556,48.634998
"381",Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,"2100","1",E,Europe/Berlin,10.014167,47.858891
"382",Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,"1367","1",E,Europe/Berlin,9.51149,47.671299
"383",Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,"166","1",E,Europe/Berlin,11.7834,53.426998
"384",Stendal-Borstel Airport,Stendal,Germany,\N,EDOV,"184","1",E,Europe/Berlin,11.818611,52.628887
"385",Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,"1916","1",E,Europe/Berlin,10.264722,48.777779
"386",Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,"1601","1",E,Europe/Berlin,11.64,49.985001
"387",Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,EDQE,"1673","1",E,Europe/Berlin,11.133611,49.794167
"388",Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,"1959","1",E,Europe/Berlin,11.856389,50.288612
"389",Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,"719","1",E,Europe/Berlin,10.529444,50.018055
"390",Koblenz-Winningen Airfield,Koblenz,Germany,\N,EDRK,"640","1",E,Europe/Berlin,7.528611,50.325558
"391",Trier-Föhren Airport,Trier,Germany,\N,EDRT,"666","1",E,Europe/Berlin,6.7875,49.863888
"392",Speyer Airfield,Speyer,Germany,\N,EDRY,"312","1",E,Europe/Berlin,8.451389,49.304722
"393",Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,"1132","1",E,Europe/Berlin,7.40056,49.2094
"394",Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,"2231","1",E,Europe/Berlin,8.522222,47.973331
"395",Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,"801","1",E,Europe/Berlin,7.8325,48.022778
"396",Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,"1818","1",E,Europe/Berlin,9.372778,48.05389
"397",Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,"1299","1",E,Europe/Berlin,9.783889,49.118332
"398",Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,"384","1",E,Europe/Berlin,13.743611,51.607498
"399",Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,"295","1",E,Europe/Berlin,10.5561,52.319199
"400",Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,"820","1",E,Europe/Berlin,9.384967,51.417273
"401",Hildesheim Airport,Hildesheim,Germany,\N,EDVM,"292","1",E,Europe/Berlin,9.946389,52.181389
"402",Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,"10","1",E,Europe/Berlin,8.572778,53.506943
"403",Emden Airport,Emden,Germany,EME,EDWE,"3","1",E,Europe/Berlin,7.2275,53.391109
"404",Leer-Papenburg Airport,Leer,Germany,\N,EDWF,"3","1",E,Europe/Berlin,7.441667,53.271942
"405",Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,"16","1",E,Europe/Berlin,8.052222,53.50222
"406",Borkum Airport,Borkum,Germany,BMK,EDWR,"3","1",E,Europe/Berlin,6.709167,53.59639
"407",Norderney Airport,Norderney,Germany,NRD,EDWY,"7","1",E,Europe/Berlin,7.23,53.706944
"408",Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,"131","1",E,Europe/Berlin,9.378889,54.773335
"409",Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,"23","1",E,Europe/Berlin,9.599444,54.220001
"410",Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,"51","1",E,Europe/Berlin,8.34047,54.9132
"411",Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,"65","2",E,Europe/Tallinn,24.2085,59.2603
"412",Kärdla Airport,Kardla,Estonia,KDL,EEKA,"18","2",E,Europe/Tallinn,22.8307,58.990799
"413",Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,"14","2",E,Europe/Tallinn,22.509501,58.2299
"414",Pärnu Airport,Parnu,Estonia,EPU,EEPU,"47","2",E,Europe/Tallinn,24.472799,58.418999
"415",Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,"131","2",E,Europe/Tallinn,24.8328,59.4133
"416",Tartu Airport,Tartu,Estonia,TAY,EETU,"219","2",E,Europe/Tallinn,26.690399,58.307499
"417",Enontekio Airport,Enontekio,Finland,ENF,EFET,"1005","2",E,Europe/Helsinki,23.424299,68.362602
"418",Eura Airport,Eura,Finland,\N,EFEU,"259","2",E,Europe/Helsinki,22.201401,61.1161
"419",Halli Airport,Halli,Finland,KEV,EFHA,"479","2",E,Europe/Helsinki,24.786686,61.856039
"420",Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,"57","2",E,Europe/Helsinki,25.042801,60.254601
"421",Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,"179","2",E,Europe/Helsinki,24.963301,60.3172
"422",Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,"449","2",E,Europe/Helsinki,23.0737,61.689701
"423",Hanko Airport,Hanko,Finland,\N,EFHN,"20","2",E,Europe/Helsinki,23.083599,59.8489
"424",Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,"430","2",E,Europe/Helsinki,24.8811,60.6544
"425",Kiikala Airport,Kikala,Finland,\N,EFIK,"381","2",E,Europe/Helsinki,23.6525,60.462502
"426",Immola Airport,Immola,Finland,\N,EFIM,"338","2",E,Europe/Helsinki,28.9037,61.249199
"427",Kitee Airport,Kitee,Finland,KTQ,EFIT,"364","2",E,Europe/Helsinki,30.073601,62.1661
"428",Ivalo Airport,Ivalo,Finland,IVL,EFIV,"481","2",E,Europe/Helsinki,27.4053,68.6073
"429",Joensuu Airport,Joensuu,Finland,JOE,EFJO,"398","2",E,Europe/Helsinki,29.6075,62.662899
"430",Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,"459","2",E,Europe/Helsinki,25.678301,62.399502
"431",Kauhava Airport,Kauhava,Finland,KAU,EFKA,"151","2",E,Europe/Helsinki,23.051399,63.127102
"432",Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,"61","2",E,Europe/Helsinki,24.5821,65.778702
"433",Kajaani Airport,Kajaani,Finland,KAJ,EFKI,"483","2",E,Europe/Helsinki,27.6924,64.2855
"434",Kauhajoki Airport,Kauhajoki,Finland,KHJ,EFKJ,"407","2",E,Europe/Helsinki,22.393101,62.462502
"435",Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,"84","2",E,Europe/Helsinki,23.143101,63.721199
"436",Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,"692","2",E,Europe/Helsinki,27.156799,66.712898
"437",Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,"866","2",E,Europe/Helsinki,29.239401,65.987602
"438",Kittilä Airport,Kittila,Finland,KTT,EFKT,"644","2",E,Europe/Helsinki,24.8468,67.700996
"439",Kuopio Airport,Kuopio,Finland,KUO,EFKU,"323","2",E,Europe/Helsinki,27.7978,63.007099
"440",Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,"502","2",E,Europe/Helsinki,25.693501,61.144199
"441",Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,"349","2",E,Europe/Helsinki,28.144743,61.044601
"442",Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,"17","2",E,Europe/Mariehamn,19.898199,60.1222
"443",Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,"331","2",E,Europe/Helsinki,23.5189,62.946701
"444",Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,"329","2",E,Europe/Helsinki,27.201799,61.6866
