id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"1519",NMT0052021,MT05,106.14,9.92,0.68,2021/05/26,100,100,94.58,62.14,55,59,Trung bình,"RGB(255,255,0)",56,55,6.94,0.016,0.01,0.009,0.01,0.021,0.01,0.012,0.004,0.002,0.012,0.002,0,0.001,3.918,"25",6.42,12.848,9.809,0.95,0.23,0.29,0.14,2300,"0",0,49,216
"1520",NMT0052021,MT05,106.14,9.92,0.68,2021/06/11,100,100,92.28,65.39,55,60,Trung bình,"RGB(255,255,0)",57,55,7.1,0.022,0.016,0.014,0.012,0.029,0.013,0.012,0.004,0.009,0.018,0.001,0,0.001,3.943,"25",6.4,11.89,9.544,0.66,0.9,0.44,0.14,900,"0",0,4,93.2
"1521",NMT0052021,MT05,106.14,9.92,0.68,2021/06/24,100,100,85.78,54.77,55,47,Xấu,"RGB(255,126,0)",47,47,7.04,0.025,0.018,0.017,0.02,0.023,0.015,0.014,0.005,0.001,0.026,0.004,0,0.001,4.58,"25",7.14,16.912,12.084,0.64,0.1,0.66,0.8,4300,"0",0,69,59.1
"1522",NMT0052021,MT05,106.14,9.92,0.68,2021/07/08,100,100,77.59,55.25,55,43,Xấu,"RGB(255,126,0)",43,43,7.59,0.022,0.016,0.015,0.017,0.021,0.013,0.012,0.004,0.002,0.023,0.002,0,0.002,3.863,"25",6.37,14.558,10.265,0.64,0.22,0.58,0.9,2300,"0",0,79,113
"1523",NMT0062021,MT06,106.31,9.99,0.68,2021/01/27,100,100,93.82,63.98,55,60,Trung bình,"RGB(255,255,0)",57,56,6.91,0.018,0.011,0.011,0.009,0.027,0.011,0.015,0.001,0.007,0.011,0.002,0,0.001,5.103,"25",3.62,7.228,9.815,0.6,0.7,0.28,0.5,2300,"0",0,49,276
"1524",NMT0062021,MT06,106.31,9.99,0.68,2021/02/16,100,100,92.73,58.97,55,55,Trung bình,"RGB(255,255,0)",53,53,7.07,0.022,0.013,0.013,0.015,0.024,0.013,0.016,0.002,0.002,0.013,0.009,0,0.001,5.383,"25",4.9,10.477,11.259,0.9,0.2,0.33,0.7,9300,"0",0,24,391
"1525",NMT0062021,MT06,106.31,9.99,0.68,2021/02/26,100,100,80.48,66.51,55,54,Trung bình,"RGB(255,255,0)",50,49,7.58,0.015,0.007,0.007,0.007,0.023,0.009,0.015,0.002,0.002,0.009,0.002,0,0.002,4.985,"25",4.95,10.341,10.62,0.3,0.2,0.22,0.4,1500,"0",0,11,276
"1526",NMT0062021,MT06,106.31,9.99,1.15,2021/03/14,100,100,76.27,74.78,55,57,Trung bình,"RGB(255,255,0)",51,49,7.96,0.021,0.012,0.012,0.014,0.026,0.013,0.019,0.001,0.002,0.019,0.001,0,0.002,6.303,"25",3.74,7.404,11.67,0.3,0.2,0.48,0.2,900,"0",0,55,315
"1527",NMT0062021,MT06,106.31,9.99,1.15,2021/03/29,100,100,93.37,66.7,100,62,Trung bình,"RGB(255,255,0)",71,76,7.46,0.013,0.004,0.004,0.005,0.023,0.008,0.017,0.001,0.001,0.006,0,0,0.001,5.78,"25",3.87,7.61,10.951,0.7,0.1,0.15,0.3,0,"0",0,56,223
"1528",NMT0062021,MT06,106.31,9.99,1.15,2021/04/11,100,100,79.86,61.15,55,49,Xấu,"RGB(255,126,0)",47,46,7.72,0.017,0.009,0.008,0.009,0.024,0.01,0.016,0.002,0.002,0.011,0.002,0,0.002,5.418,"25",4.93,11.888,11.756,0.9,0.2,0.27,0.3,2400,"0",0,21,254
"1529",NMT0062021,MT06,106.31,9.99,1.15,2021/04/27,100,100,78.88,68.04,55,54,Trung bình,"RGB(255,255,0)",50,48,7.51,0.021,0.012,0.012,0.014,0.025,0.013,0.018,0.002,0.001,0.012,0.009,0,0.002,6.078,"25",4.9,13.407,13.225,0.8,0.1,0.29,0,9300,"0",0,14,263
"1530",NMT0062021,MT06,106.31,9.99,1.15,2021/05/13,100,100,88.79,77.25,55,69,Trung bình,"RGB(255,255,0)",61,58,7.2,0.022,0.013,0.013,0.016,0.024,0.013,0.018,0.001,0.001,0.022,0.002,0,0.001,6.06,"25",3.75,8.956,11.796,0.1,0.1,0.56,0.2,1500,"0",0,35,295
"1531",NMT0062021,MT06,106.31,9.99,1.15,2021/05/26,100,100,89.61,60.02,55,54,Trung bình,"RGB(255,255,0)",52,51,7.28,0.021,0.013,0.012,0.014,0.025,0.013,0.017,0.002,0.002,0.02,0.001,0,0.001,5.713,"25",4.48,10.093,11.633,1.5,0.2,0.5,0.6,1100,"0",0,31,319
"1532",NMT0062021,MT06,106.31,9.99,1.15,2021/06/11,100,100,88.54,59.88,55,53,Trung bình,"RGB(255,255,0)",52,51,7.2,0.027,0.02,0.019,0.02,0.029,0.016,0.015,0.002,0.007,0.028,0.002,0,0.001,5.04,"25",4.84,12.585,11.409,0.8,0.7,0.7,0.4,2300,"0",0,2,324
"1533",NMT0062021,MT06,106.31,9.99,1.15,2021/06/24,100,100,87.49,65.15,55,57,Trung bình,"RGB(255,255,0)",54,52,7.3,0.026,0.017,0.016,0.02,0.026,0.016,0.019,0.003,0.001,0.026,0.004,0,0.001,6.175,"25",5.01,10.235,12.371,0.4,0.1,0.64,0.5,4300,"0",0,14,16.7
"1534",NMT0062021,MT06,106.31,9.99,1.15,2021/07/08,100,100,74.41,66.49,55,49,Xấu,"RGB(255,126,0)",46,45,7.5,0.025,0.017,0.017,0.02,0.022,0.015,0.017,0.001,0.001,0.031,0,0,0.002,5.543,"25",3.65,7.375,10.521,0.4,0.1,0.77,0.5,400,"0",0,5,159
"1535",NMT0072021,MT07,106.28,9.81,1.15,2021/01/27,100,100,94.22,61.61,55,58,Trung bình,"RGB(255,255,0)",56,55,6.84,0.018,0.012,0.011,0.009,0.026,0.011,0.012,0.004,0.006,0.013,0.001,0,0.001,3.885,"25",6.96,13.863,10.08,1.37,0.6,0.32,0.12,900,"0",0,57,246
"1536",NMT0072021,MT07,106.28,9.81,1.15,2021/02/16,100,100,94.91,62.62,55,59,Trung bình,"RGB(255,255,0)",57,56,6.77,0.016,0.01,0.009,0.008,0.024,0.01,0.013,0.002,0.006,0.007,0.004,0,0.001,4.213,"25",4.44,7.957,8.709,0.56,0.6,0.18,0.7,4300,"0",0,14,325
"1537",NMT0072021,MT07,106.28,9.81,1.15,2021/02/26,100,100,93.12,62.67,55,58,Trung bình,"RGB(255,255,0)",56,55,7.09,0.022,0.014,0.013,0.012,0.03,0.013,0.015,0.003,0.008,0.013,0.004,0,0.001,5.05,"25",5.32,11.817,11.182,0.35,0.8,0.32,0.8,4300,"0",0,1,274
"1538",NMT0072021,MT07,106.28,9.81,0.91,2021/03/14,100,100,92,66.12,55,61,Trung bình,"RGB(255,255,0)",57,55,7.06,0.02,0.013,0.013,0.012,0.026,0.012,0.015,0.002,0.006,0.016,0.002,0,0.001,5.028,"25",4.11,9.177,10.316,0.34,0.6,0.39,0.7,2300,"0",0,69,279
"1539",NMT0072021,MT07,106.28,9.81,0.91,2021/03/29,100,100,90.2,64.49,55,58,Trung bình,"RGB(255,255,0)",55,54,7.02,0.022,0.016,0.016,0.018,0.021,0.013,0.013,0.002,0.004,0.024,0.002,0,0.001,4.185,"25",4.15,9.987,9.308,0.39,0.4,0.61,0.9,2300,"0",0,48,263
"1540",NMT0072021,MT07,106.28,9.81,0.91,2021/04/11,100,100,90.15,61.74,55,56,Trung bình,"RGB(255,255,0)",54,53,7.35,0.028,0.02,0.019,0.02,0.029,0.017,0.015,0.003,0.007,0.021,0.009,0,0.001,4.995,"25",5.05,12.59,11.344,0.43,0.7,0.53,0.6,9300,"0",0,25,282
"1541",NMT0072021,MT07,106.28,9.81,0.91,2021/04/27,100,100,93.77,64.46,55,60,Trung bình,"RGB(255,255,0)",57,56,7.27,0.019,0.011,0.01,0.01,0.028,0.012,0.016,0.003,0.005,0.005,0.009,0,0.001,5.283,"25",5.76,12.011,11.592,1.27,0.5,0.13,0.14,9300,"0",0,19,274
"1542",NMT0072021,MT07,106.28,9.81,0.91,2021/05/13,100,100,90.07,65.87,55,59,Trung bình,"RGB(255,255,0)",56,54,6.19,0.022,0.015,0.015,0.016,0.022,0.013,0.014,0.001,0.003,0.023,0.002,0,0.001,4.795,"25",3.84,7.061,9.301,0.39,0.3,0.57,0.5,2300,"0",0,31,353
"1543",NMT0072021,MT07,106.28,9.81,0.91,2021/05/26,100,100,95.63,64.65,55,62,Trung bình,"RGB(255,255,0)",59,57,6.95,0.014,0.008,0.007,0.008,0.019,0.008,0.011,0.003,0.002,0.01,0.001,0,0.001,3.823,"25",5.38,10.862,9.04,2.3,0.21,0.25,0.12,900,"0",0,3,317
"1544",NMT0072021,MT07,106.28,9.81,0.91,2021/06/11,100,100,92.38,64.15,55,59,Trung bình,"RGB(255,255,0)",56,55,6.92,0.021,0.014,0.013,0.016,0.021,0.013,0.015,0.003,0.001,0.015,0.009,0,0.001,4.873,"25",5.02,12.65,11.179,1.87,0.1,0.37,0.15,9300,"0",0,21,299
"1545",NMT0072021,MT07,106.28,9.81,0.91,2021/06/24,100,68.13,86.17,66.12,55,39,Xấu,"RGB(255,126,0)",37,35,6.87,0.032,0.024,0.023,0.027,0.026,0.019,0.015,0.003,0.004,0.037,0.005,0,0.001,4.988,"25",5.44,14.079,11.802,0.24,0.4,0.92,0.4,4600,"0",0,63,5.4
"1546",NMT0072021,MT07,106.28,9.81,0.91,2021/07/08,100,100,71.81,57.44,55,41,Xấu,"RGB(255,126,0)",41,40,7.55,0.025,0.018,0.016,0.014,0.033,0.015,0.014,0.007,0.008,0.02,0.002,0,0.002,4.693,"25",9,20.086,13.253,1.84,0.8,0.5,0.17,1500,"0",0,33,134
"1547",NMT0082021,MT08,106.15,9.76,0.91,2021/01/27,100,100,93.77,71.88,55,67,Trung bình,"RGB(255,255,0)",62,59,7.1,0.016,0.008,0.008,0.006,0.027,0.01,0.016,0.001,0.006,0.008,0.001,0,0.001,5.42,"25",3.77,9.33,10.954,0.27,0.6,0.19,0.4,700,"0",0,57,541
"1548",NMT0082021,MT08,106.15,9.76,0.91,2021/02/16,100,100,93.77,76.29,55,72,Trung bình,"RGB(255,255,0)",64,61,7.09,0.018,0.01,0.009,0.009,0.026,0.011,0.016,0.002,0.004,0.004,0.009,0,0.001,5.38,"25",4.42,11.029,11.429,0.2,0.4,0.1,0.16,9300,"0",0,37,26
"1549",NMT0082021,MT08,106.15,9.76,0.91,2021/02/26,100,100,92,70.87,55,65,Trung bình,"RGB(255,255,0)",60,57,7.48,0.019,0.011,0.011,0.012,0.023,0.011,0.015,0.002,0.002,0.016,0.002,0,0.001,5.125,"25",4.95,10.969,11.028,0.13,0.2,0.4,0.3,2100,"0",0,7,276
"1550",NMT0082021,MT08,106.15,9.76,1.13,2021/03/14,100,68.13,87.53,73.15,55,44,Xấu,"RGB(255,126,0)",40,38,7.28,0.029,0.022,0.022,0.024,0.026,0.018,0.015,0.001,0.006,0.032,0.004,0,0.001,4.993,"25",3.62,8.066,9.914,0.18,0.6,0.8,0.3,4300,"0",0,51,449
"1551",NMT0082021,MT08,106.15,9.76,1.13,2021/03/29,100,100,94.16,72.99,100,69,Trung bình,"RGB(255,255,0)",76,80,7.17,0.015,0.007,0.007,0.007,0.022,0.009,0.015,0.001,0.003,0.01,0,0,0.001,4.92,"25",3.87,8.833,10.047,0.19,0.3,0.26,0.3,0,"0",0,4,355
"1552",NMT0082021,MT08,106.15,9.76,1.13,2021/04/11,100,100,87.8,64.13,55,56,Trung bình,"RGB(255,255,0)",53,52,7.47,0.025,0.017,0.016,0.02,0.023,0.015,0.017,0.002,0.001,0.028,0.002,0,0.001,5.558,"25",4.35,12.092,12.03,0.7,0.1,0.7,0.3,2300,"0",0,34,321
"1553",NMT0082021,MT08,106.15,9.76,1.13,2021/04/27,100,100,93.77,62.33,55,58,Trung bình,"RGB(255,255,0)",56,55,7.12,0.017,0.009,0.008,0.006,0.029,0.01,0.016,0.003,0.006,0.006,0.002,0,0.001,5.44,"25",5.39,13.161,12.191,0.63,0.6,0.15,0.3,2400,"0",0,18,23
"1554",NMT0082021,MT08,106.15,9.76,1.13,2021/05/13,100,100,87.02,71.56,55,62,Trung bình,"RGB(255,255,0)",57,55,7.08,0.025,0.016,0.016,0.02,0.025,0.015,0.019,0.001,0.001,0.028,0.002,0,0.001,6.308,"25",3.65,7.956,11.851,0.2,0.1,0.69,0.6,2300,"0",0,78,17
"1555",NMT0082021,MT08,106.15,9.76,1.13,2021/05/26,100,100,74.63,67.39,55,50,Xấu,"RGB(255,126,0)",47,45,7.53,0.025,0.017,0.017,0.02,0.023,0.015,0.017,0.001,0.001,0.03,0.002,0,0.002,5.82,"25",3.93,9.21,11.516,0.3,0.1,0.74,0.9,1500,"0",0,75,88.3
"1556",NMT0082021,MT08,106.15,9.76,1.13,2021/06/11,100,68.13,89.49,65.51,55,40,Xấu,"RGB(255,126,0)",38,37,7.26,0.027,0.021,0.02,0.024,0.021,0.016,0.013,0.002,0.003,0.027,0.009,0,0.001,4.32,"25",4.9,13.021,10.467,0.12,0.3,0.68,0.5,9300,"0",0,21,43
"1557",NMT0082021,MT08,106.15,9.76,1.13,2021/06/24,100,100,88.41,68.83,55,61,Trung bình,"RGB(255,255,0)",56,54,7.16,0.024,0.016,0.015,0.018,0.023,0.014,0.016,0.002,0.001,0.027,0.001,0,0.001,5.473,"25",4.83,10.238,11.318,0.26,0.1,0.67,0.5,900,"0",0,69,15.4
"1558",NMT0082021,MT08,106.15,9.76,1.13,2021/07/08,100,100,85.24,66.34,55,57,Trung bình,"RGB(255,255,0)",53,51,7.45,0.029,0.019,0.019,0.023,0.025,0.017,0.019,0.002,0.001,0.035,0.001,0,0.001,6.22,"25",4.18,8.811,11.99,0.6,0.1,0.87,0.4,900,"0",0,27,389
"1559",NMT0092021,MT09,106.26,9.7,1.13,2021/01/27,100,68.13,79.04,50.37,55,27,Xấu,"RGB(255,126,0)",28,28,6.75,0.03,0.023,0.019,0.022,0.032,0.018,0.015,0.008,0.004,0.033,0,0,0.001,4.913,"25",10.91,29.689,16.611,0.75,0.4,0.83,0.4,400,"0",0,3,1216
"1560",NMT0092021,MT09,106.26,9.7,1.13,2021/02/16,100,68.13,87.17,72.88,55,43,Xấu,"RGB(255,126,0)",39,38,6.7,0.029,0.021,0.02,0.024,0.024,0.017,0.016,0.002,0.003,0.032,0.004,0,0.001,5.275,"25",4.92,10.784,11.194,0.41,0.27,0.8,0.11,4300,"0",0,43,511
"1561",NMT0092021,MT09,106.26,9.7,1.13,2021/02/26,100,100,87.8,57.9,55,51,Trung bình,"RGB(255,255,0)",50,50,6.85,0.027,0.018,0.017,0.021,0.025,0.016,0.017,0.003,0.001,0.028,0.004,0,0.001,5.665,"25",5.91,14.712,13.018,0.59,0.11,0.69,0.5,4300,"0",0,6,492
"1562",NMT0092021,MT09,106.26,9.7,0.47,2021/03/14,100,100,78.52,56.8,55,45,Xấu,"RGB(255,126,0)",44,44,7.67,0.018,0.012,0.012,0.014,0.018,0.011,0.012,0.003,0.001,0.019,0.002,0,0.002,3.98,"25",5.35,13.276,10.037,0.72,0.1,0.48,0.5,1500,"0",0,44,72
"1563",NMT0092021,MT09,106.26,9.7,0.47,2021/03/29,100,100,92.63,60.78,55,56,Trung bình,"RGB(255,255,0)",54,54,6.89,0.02,0.015,0.014,0.014,0.023,0.012,0.011,0.003,0.006,0.018,0.002,0,0.001,3.635,"25",5.3,13.711,9.657,0.44,0.6,0.46,0.4,2400,"0",0,38,581
"1564",NMT0092021,MT09,106.26,9.7,0.47,2021/04/11,100,68.13,87.53,59.51,55,35,Xấu,"RGB(255,126,0)",35,34,7.1,0.028,0.021,0.02,0.022,0.026,0.017,0.015,0.004,0.004,0.032,0.002,0,0.001,5.03,"25",6.1,13.885,11.804,0.41,0.4,0.8,0.6,2300,"0",0,29,483
"1565",NMT0092021,MT09,106.26,9.7,0.47,2021/04/27,100,100,92,57.34,55,53,Trung bình,"RGB(255,255,0)",52,52,6.34,0.023,0.015,0.014,0.017,0.023,0.014,0.015,0.003,0.002,0.016,0.009,0,0.001,5.088,"25",5.11,11.452,11.124,1.59,0.2,0.4,0.64,9300,"0",0,13,293
"1566",NMT0092021,MT09,106.26,9.7,0.47,2021/05/13,100,68.13,80.56,51.63,55,28,Xấu,"RGB(255,126,0)",29,29,6.57,0.031,0.024,0.021,0.025,0.028,0.019,0.015,0.007,0.002,0.034,0.004,0,0.001,4.913,"25",9.77,21.714,14.097,1,0.19,0.86,0.4,4300,"0",0,43,48
"1567",NMT0092021,MT09,106.26,9.7,0.47,2021/05/26,100,100,95.27,53.28,55,51,Trung bình,"RGB(255,255,0)",51,52,6.9,0.013,0.009,0.008,0.009,0.015,0.008,0.008,0.004,0.001,0.012,0.001,0,0.001,2.573,"25",6.62,17.374,9.218,1.92,0.11,0.3,0.3,900,"0",0,28,532
"1568",NMT0092021,MT09,106.26,9.7,0.47,2021/06/11,100,68.13,85.65,56.84,55,33,Xấu,"RGB(255,126,0)",33,33,6.67,0.027,0.021,0.019,0.02,0.028,0.016,0.013,0.005,0.005,0.028,0.002,0,0.001,4.473,"25",7.63,18.882,12.544,0.37,0.54,0.71,0.5,2300,"0",0,45,352
"1569",NMT0092021,MT09,106.26,9.7,0.47,2021/06/24,100,100,90,63.43,55,57,Trung bình,"RGB(255,255,0)",54,53,6.9,0.023,0.015,0.014,0.015,0.027,0.014,0.016,0.002,0.005,0.02,0.002,0,0.001,5.19,"25",4.92,11.677,11.348,0.36,0.52,0.5,0.8,2300,"0",0,71,216
"1570",NMT0092021,MT09,106.26,9.7,0.47,2021/07/08,100,68.13,81.85,49.11,55,27,Xấu,"RGB(255,126,0)",28,29,7.35,0.03,0.023,0.021,0.022,0.031,0.018,0.014,0.007,0.006,0.03,0.004,0,0.001,4.74,"25",9,24.279,14.646,1.3,0.59,0.75,0.7,4300,"0",0,33,261
"1571",NMT0102021,MT10,106.38,9.66,0.47,2021/01/27,100,100,82.75,49.26,55,41,Xấu,"RGB(255,126,0)",42,43,6.91,0.027,0.02,0.017,0.019,0.03,0.016,0.014,0.007,0.005,0.026,0.002,0,0.001,4.683,"25",9.09,21.916,13.815,2.4,0.5,0.65,0.7,2400,"0",0,65,567
"1572",NMT0102021,MT10,106.38,9.66,0.47,2021/02/16,100,100,89.02,65.43,55,58,Trung bình,"RGB(255,255,0)",55,53,6.77,0.024,0.016,0.016,0.018,0.024,0.014,0.015,0.003,0.003,0.026,0.001,0,0.001,4.903,"25",5.48,14.112,11.685,0.5,0.28,0.65,0.2,900,"0",0,4,465
"1573",NMT0102021,MT10,106.38,9.66,0.47,2021/02/26,100,100,89.56,60.31,55,54,Trung bình,"RGB(255,255,0)",52,52,7.2,0.026,0.018,0.017,0.02,0.024,0.015,0.016,0.002,0.002,0.022,0.009,0,0.001,5.303,"25",4.99,12.754,11.857,0.75,0.23,0.54,0.4,9300,"0",0,14,521
"1574",NMT0102021,MT10,106.38,9.66,1.66,2021/03/14,100,100,83.51,49.17,55,41,Xấu,"RGB(255,126,0)",43,43,6.85,0.025,0.019,0.016,0.019,0.024,0.015,0.011,0.008,0.002,0.019,0.009,0,0.001,3.82,"25",10.32,23.771,13.106,0.8,0.17,0.48,0.7,9300,"0",0,62,558
"1575",NMT0102021,MT10,106.38,9.66,1.66,2021/03/29,100,100,92.54,66.7,55,62,Trung bình,"RGB(255,255,0)",58,56,6.99,0.021,0.016,0.015,0.014,0.024,0.013,0.01,0.002,0.008,0.019,0.002,0,0.001,3.368,"25",4.77,12.601,8.906,0.46,0.8,0.48,0.2,2400,"0",0,38,456
"1576",NMT0102021,MT10,106.38,9.66,1.66,2021/04/11,100,100,89.38,58.65,55,52,Trung bình,"RGB(255,255,0)",51,51,7.26,0.021,0.014,0.012,0.011,0.03,0.012,0.014,0.005,0.007,0.014,0.002,0,0.001,4.583,"25",7.11,15.895,11.767,0.31,0.7,0.35,0.6,2300,"0",0,36,374
"1577",NMT0102021,MT10,106.38,9.66,1.66,2021/04/27,100,100,94.54,61.32,55,58,Trung bình,"RGB(255,255,0)",56,55,6.75,0.018,0.011,0.01,0.009,0.028,0.011,0.014,0.003,0.006,0.01,0.002,0,0.001,4.778,"25",5.97,14.381,11.582,0.79,0.6,0.25,0.2,2300,"0",0,25,388
"1578",NMT0102021,MT10,106.38,9.66,1.66,2021/05/13,100,100,81.45,51.31,55,42,Xấu,"RGB(255,126,0)",43,43,6.44,0.027,0.02,0.016,0.016,0.035,0.016,0.015,0.008,0.007,0.022,0.002,0,0.001,5.008,"25",10.67,27.218,15.974,0.91,0.7,0.54,0.3,2300,"0",0,98,498
"1579",NMT0102021,MT10,106.38,9.66,1.66,2021/05/26,100,100,95.97,53.5,55,51,Trung bình,"RGB(255,255,0)",52,52,6.82,0.012,0.007,0.006,0.007,0.016,0.007,0.009,0.003,0.001,0.008,0.002,0,0.001,3.1,"25",5.64,13.383,8.751,1.29,0.11,0.2,0.6,2300,"0",0,32,71
"1580",NMT0102021,MT10,106.38,9.66,1.66,2021/06/11,100,100,91.61,55.39,55,51,Trung bình,"RGB(255,255,0)",51,51,6.77,0.025,0.017,0.016,0.017,0.028,0.015,0.015,0.004,0.005,0.017,0.009,0,0.001,5.06,"25",6.28,14.264,11.969,1.6,0.47,0.42,0.4,9300,"0",0,44,334
"1581",NMT0102021,MT10,106.38,9.66,1.66,2021/06/24,100,100,86.87,55.27,55,48,Xấu,"RGB(255,126,0)",48,48,6.98,0.022,0.014,0.011,0.013,0.027,0.013,0.015,0.007,0.001,0.011,0.009,0,0.001,4.963,"25",9.44,24.041,14.905,0.35,0.13,0.27,0.5,9300,"0",0,73,44
"1582",NMT0102021,MT10,106.38,9.66,1.66,2021/07/08,100,100,85.88,55.51,55,48,Xấu,"RGB(255,126,0)",48,47,7.1,0.023,0.016,0.014,0.016,0.025,0.014,0.015,0.005,0.002,0.024,0.001,0,0.001,4.903,"25",7.27,17.949,12.894,0.58,0.2,0.59,0.5,700,"0",0,38,364
"1583",NMT0112021,MT11,105.42,9.79,0.79,2021/01/27,100,100,90.65,71.02,55,64,Trung bình,"RGB(255,255,0)",59,57,6.97,0.02,0.014,0.014,0.015,0.022,0.012,0.013,0.001,0.004,0.022,0,0,0.001,4.42,"25",3.74,7.964,9.023,0.15,0.4,0.54,0.4,400,"0",0,46,136
"1584",NMT0112021,MT11,105.42,9.79,0.79,2021/02/16,100,100,90.29,70.63,55,64,Trung bình,"RGB(255,255,0)",59,56,7.08,0.023,0.016,0.016,0.016,0.025,0.014,0.014,0.003,0.005,0.022,0.002,0,0.001,4.613,"25",5.35,14.004,11.216,0.13,0.5,0.56,0.2,2300,"0",0,39,465
"1585",NMT0112021,MT11,105.42,9.79,0.79,2021/02/26,100,100,79.57,65.47,55,52,Trung bình,"RGB(255,255,0)",49,48,7.56,0.018,0.011,0.01,0.011,0.023,0.011,0.016,0.002,0.002,0.012,0.004,0,0.002,5.205,"25",4.92,12.832,11.735,0.4,0.2,0.31,0.3,4300,"0",0,7,489
"1586",NMT0112021,MT11,105.42,9.79,0.79,2021/03/14,100,100,88.41,73.49,55,65,Trung bình,"RGB(255,255,0)",59,56,7.25,0.028,0.02,0.02,0.023,0.024,0.017,0.016,0.001,0.003,0.027,0.009,0,0.001,5.405,"25",3.62,8.736,10.744,0.13,0.3,0.67,0.3,9300,"0",0,49,72
"1587",NMT0112021,MT11,105.42,9.79,0.79,2021/03/29,100,100,93.37,65.43,55,61,Trung bình,"RGB(255,255,0)",58,56,7.4,0.017,0.009,0.009,0.01,0.024,0.01,0.017,0.002,0.002,0.005,0.009,0,0.001,5.765,"25",4.03,9.163,11.418,0.8,0.2,0.12,0.3,9300,"0",0,26,555
"1588",NMT0112021,MT11,105.42,9.79,0.79,2021/04/11,100,100,80.15,65.77,55,53,Trung bình,"RGB(255,255,0)",50,48,7.54,0.015,0.006,0.006,0.006,0.024,0.009,0.016,0.002,0.002,0.004,0.004,0,0.002,5.448,"25",4.65,10.492,11.361,0.6,0.2,0.11,0.3,4300,"0",0,37,53
"1589",NMT0112021,MT11,105.42,9.79,0.79,2021/04/27,100,100,94.16,74.52,55,70,Trung bình,"RGB(255,255,0)",63,60,6.73,0.013,0.006,0.005,0.005,0.023,0.008,0.015,0.003,0.002,0.004,0.002,0,0.001,5.005,"25",5.3,13.609,11.68,0.21,0.2,0.1,0,2300,"0",0,16,414
"1590",NMT0112021,MT11,105.42,9.79,0.79,2021/05/13,100,100,89.22,71.89,55,64,Trung bình,"RGB(255,255,0)",59,56,6.87,0.019,0.01,0.008,0.008,0.03,0.011,0.018,0.005,0.003,0.01,0.002,0,0.001,6.053,"25",7.43,18.375,14.754,0.17,0.3,0.26,0.1,1500,"0",0,38,562
"1591",NMT0112021,MT11,105.42,9.79,0.79,2021/05/26,100,100,94.54,63.09,55,60,Trung bình,"RGB(255,255,0)",57,56,6.85,0.016,0.009,0.008,0.01,0.021,0.01,0.014,0.003,0.001,0.01,0.004,0,0.001,4.788,"25",5.13,12.207,10.912,0.91,0.1,0.25,0.2,4300,"0",0,57,815
"1592",NMT0112021,MT11,105.42,9.79,0.79,2021/06/11,100,100,90.65,69.51,55,63,Trung bình,"RGB(255,255,0)",58,56,6.91,0.022,0.016,0.015,0.016,0.024,0.013,0.013,0.003,0.005,0.022,0.002,0,0.001,4.458,"25",5.02,11.192,10.097,0.34,0.5,0.54,0.2,2300,"0",0,31,53
"1593",NMT0112021,MT11,105.42,9.79,0.79,2021/06/24,100,68.13,81.85,49.9,55,28,Xấu,"RGB(255,126,0)",29,29,6.45,0.031,0.024,0.021,0.025,0.026,0.018,0.014,0.007,0.001,0.03,0.009,0,0.001,4.583,"25",9.94,24.425,14.456,0.8,0.1,0.75,0.51,9300,"0",0,54,545
"1594",NMT0112021,MT11,105.42,9.79,1,2021/07/08,100,100,89.71,57.29,55,51,Trung bình,"RGB(255,255,0)",51,50,7.25,0.02,0.012,0.011,0.011,0.028,0.012,0.015,0.005,0.004,0.012,0.004,0,0.001,4.94,"25",7.48,18.444,13.107,0.54,0.4,0.29,0.4,4300,"0",0,24,551
"1595",NMT0122021,MT12,105.92,9.96,1,2021/01/27,100,100,89.93,69.26,55,62,Trung bình,"RGB(255,255,0)",58,56,6.89,0.021,0.014,0.014,0.015,0.023,0.013,0.015,0.002,0.003,0.022,0.001,0,0.001,5.045,"25",4.11,10.303,10.698,0.8,0.3,0.55,0.14,700,"0",0,39,46
"1596",NMT0122021,MT12,105.92,9.96,1,2021/02/26,100,100,90.05,66.43,55,60,Trung bình,"RGB(255,255,0)",56,54,7.25,0.022,0.013,0.013,0.015,0.025,0.013,0.018,0.002,0.001,0.018,0.004,0,0.001,6.088,"25",4.74,10.208,12.231,0.3,0.1,0.46,0.6,4300,"0",0,6,139
"1597",NMT0122021,MT12,105.92,9.96,1,2021/03/29,100,100,94.16,65.81,55,62,Trung bình,"RGB(255,255,0)",58,57,7.26,0.015,0.007,0.008,0.008,0.021,0.009,0.015,0.001,0.002,0.009,0.002,0,0.001,4.988,"25",3.87,8.447,10.026,0.4,0.2,0.23,0.5,2400,"0",0,66,23.2
